isolabel_ext,synonym
BR-AL-PalmeiraIndios,co-a-pin
BR-AL-PaoAcucar,br;al;pkw
BR-AL-PaoAcucar,br-2706406
BR-AL-PaoAcucar,br;al;pao.acucar
BR-AL-PaoAcucar,br-paoacucar
BR-AL-PaoAcucar,br;alagoas;pao.acucar
BR-AL-PaoAcucar,br-al-pkw
BR-AL-PaoAcucar,co-a-pkw
BR-AL-Pariconha,br;al;pariconha
BR-AL-Pariconha,br-2706422
BR-AL-Pariconha,br-pariconha
BR-AL-Pariconha,br;alagoas;pariconha
BR-AL-Paripueira,br-2706448
BR-AL-Paripueira,br-paripueira
BR-AL-Paripueira,br;al;paripueira
BR-AL-Paripueira,br;alagoas;paripueira
BR-AL-PassoCamaragibe,br;al;passo.camaragibe
BR-AL-PassoCamaragibe,br-2706505
BR-AL-PassoCamaragibe,br-passocamaragibe
BR-AL-PassoCamaragibe,co-a-peg
BR-AL-PassoCamaragibe,br-al-peg
BR-AL-PassoCamaragibe,br;al;peg
BR-AL-PassoCamaragibe,br;alagoas;passo.camaragibe
BR-AL-PauloJacinto,co-a-pjo
BR-AL-PauloJacinto,br-al-pjo
BR-AL-PauloJacinto,br;al;paulo.jacinto
BR-AL-PauloJacinto,br-paulojacinto
BR-AL-PauloJacinto,br;al;pjo
BR-AL-PauloJacinto,br-2706604
BR-AL-PauloJacinto,br;alagoas;paulo.jacinto
BR-AL-Penedo,br-al-pnd
BR-AL-Penedo,br-penedo
BR-AL-Penedo,br-2706703
BR-AL-Penedo,br;al;penedo
BR-AL-Penedo,br;al;pnd
BR-AL-Penedo,br;alagoas;penedo
BR-AL-Penedo,co-a-pnd
BR-AL-Piacabucu,br-al-pib
BR-AL-Piacabucu,br;al;pib
BR-AL-Piacabucu,br-piacabucu
BR-AL-Piacabucu,br-2706802
BR-AL-Piacabucu,br;al;piacabucu
BR-AL-Piacabucu,co-a-pib
BR-AL-Piacabucu,br;alagoas;piacabucu
BR-AL-Pilar,br;al;plr
BR-AL-Pilar,co-a-plr
BR-AL-Pilar,br-al-plr
BR-AL-Pilar,br-2706901
BR-AL-Pilar,br;alagoas;pilar
BR-AL-Pilar,br;al;pilar
BR-AL-Pindoba,br-2707008
BR-AL-Pindoba,br;alagoas;pindoba
BR-AL-Pindoba,co-a-pyd
BR-AL-Pindoba,br;al;pindoba
BR-AL-Pindoba,br;al;pyd
BR-AL-Pindoba,br-pindoba
BR-AL-Pindoba,br-al-pyd
BR-AL-Piranhas,br;al;piranhas
BR-AL-Piranhas,br;alagoas;piranhas
