isolabel_ext,status,cover,overlay
BR-BA-SaoSebastiaoPasse,0,7455y 7457n 7457p 7457z 7500s 7500t 7500y 7501s 7501t 7501y 7502j 7502k 7502n 7502p 7502s 7502t 7502y 7502z 7503j 7503k 7503p 7503s 7503t 7503y 7503z 7508j 7508n 7509j,
BR-BA-Sapeacu,0,7445n 7445p 7445y 7445z 7450j 7450k 7450s 7450t beefy beefz befat,
BR-BA-SatiroDias,0,747v 74dm 752r 758h,
BR-BA-Saubara,0,7454j 7454n 7455j befek befep befes befet befey befez beffk beffs befft,
BR-BA-Saude,0,74b0j 74b0k 74b0n 74b0p 74b0s 74b0t 74b0y 74b0z 74b1k 74b1s 74b1t 74b1y 74b2j 74b2k 74b2n 74b2p 74b2s 74b2t 74b2y 74b2z 74b3j 74b3k 74b3n 74b3p 74b3s 74b3t 74b3z 74b8n,
BR-BA-Seabra,0,714h 714m 714r 714v 715h 715r 716h 716m,
BR-BA-SebastiaoLaranjeiras,0,ba5v ba7m bb0r bb0v bb2h bb2m bb2v,
BR-BA-SenhorBonfim,0,74br 74bv 761h 761m,
BR-BA-SentoSe,0,71ev 71fh 71fr 71fv 731v 734h 734m 734r 734v 735h 735m 735r 735v 736h 736m 736v 737h 737m 737v 760h 760r 762h 762r,
BR-BA-SerraDourada,0,704m 705h 705m 705v bafr bafv,
BR-BA-SerraPreta,0,744ey 744ez 744ft 744fy 7464k 7464n 7464p 7464s 7464t 7464y 7464z 7465j 7465k 7465n 7465p 7465s 7465t 7465y 7465z 7466j 7466n 7467j 7467k 7467n 7467p 7470s 7470t,
BR-BA-SerraRamalho,0,badr badv bafh bafm bafr bafv bb8r bbah,
BR-BA-Serrinha,0,7479t 7479y 747ap 747ay 747az 747bj 747bk 747bn 747bp 747bs 747bt 747by 747bz 747cs 747ct 747cy 747cz 747ej 747ek 747en 747ep 747es 747et 747ey 747ez 74d1j 74d1n 74d4j 74d4k 74d4n 74d4p,
BR-BA-Serrolandia,0,7491p 7491s 7491t 7491y 7491z 7492y 7492z 7493j 7493k 7493n 7493p 7493s 7493t 7493y 7493z 7494s 7494t 7496j 7496k 7496t 7499j 7499n 749cj,
BR-BA-SimoesFilho,0,7501j 7501k 7501n bfa9t bfaan bfaap bfaay bfaaz bfabj bfabk bfabp bfabs bfabt bfaby bfabz,
BR-BA-SitioMato,0,705m 705v 710h 710r bafv bbar,
BR-BA-SitioQuinto,0,75av 75br 770h 770m 771h,
BR-BA-Sobradinho,0,760r 760v 762h 762m 762r 762v,
BR-BA-SoutoSoares,0,716m 716r 716v 717h 717r,
BR-BA-TabocasBrejoVelho,0,704m 704v 705h 705r 706m 707h,
BR-BA-Tanhacu,0,bb7m bb7r bb7v bbdh bbdm,
BR-BA-TanqueNovo,0,bb9r bb9v bbbh bbbm,
BR-BA-Tanquinho,0,7470y 7471t 7472j 7472k 7472n 7472p 7472y 7472z 7473j 7473k 7473s 7473t 7473y 7473z 7479j 7479k,
BR-BA-Taperoa,0,bec6y bec7s bec7t bec7y beccn beccp beccy beccz becdj becdk becdn becdp becds becdt becdy becdz becfj becfn bed8j bed8k bed8p bed8s bed8t bed8y bedaj bedan,
BR-BA-Tapiramuta,0,742h 742m 742r 742v,
BR-BA-TeixeiraFreitas,0,b6br b6bv bc1h bc1m,
BR-BA-TeodoroSampaio,0,745dy 745dz 745fj 745fk 745fn 745fp 745fy 745fz 7508s 7508t 7508y 7508z 750aj 750ak 750an 750as 750at,
BR-BA-Teofilandia,0,747ey 74d1k 74d1n 74d1p 74d1s 74d1t 74d1y 74d1z 74d3j 74d3k 74d3n 74d3p 74d4j 74d4k 74d4n 74d4p 74d4s 74d4t 74d4y 74d4z 74d6j 74d6n 74d6p,
BR-BA-Teolandia,0,bec6t bec6y bec8y bec8z bec9n bec9p bec9s bec9t bec9y bec9z becan becap becbj becbk becbn beccj becck beccn beccp beccs becct beccy beccz,
BR-BA-TerraNova,0,7457y 7457z 745dn 745dp 745dy 745dz 745fn 7502s 7502t 7508j 7508k 7508n 7508p 7508s 7508t 7508z 750aj,
BR-BA-Tremedal,0,b9fr bb4m bb4v bb5h bb5m bb5r,
BR-BA-Tucano,0,74dm 74dr 74dv 74fh 74fm 758r 75ah,
BR-BA-Uaua,0,764m 764r 764v 765h 765r 766h 766m 767h,
BR-BA-Ubaira,0,bebm becr beeh,
BR-BA-Ubaitaba,0,be63s be63t be63y be63z be66k be66p be66s be66t be66y be66z be67k be67s be69j be69n,
BR-BA-Ubata,0,be63t be69j be69k be69p be69s be69t be69y be69z be6bj be6bk be6bn be6bp be6bs be6bt be6by be6bz bec1j bec1k bec1n bec1p bec1s,
BR-BA-Uibai,0,71c3k 71c3n 71c3p 71c3s 71c3t 71c3y 71c3z 71c6s 71c6t 71c8p 71c8y 71c8z 71c9j 71c9k 71c9n 71c9p 71c9s 71c9t 71c9y 71c9z 71can 71cap 71cbj 71cbk 71cbn 71cbp 71ccj 71cck 71ccs,
BR-BA-Umburanas,0,71fr 71fv 735h 735m 74ar 760h,
BR-BA-Una,0,bcev bcfh bcfr be4m be5h,
BR-BA-Urandi,0,bb0v bb1r bb2m bb3h,
BR-BA-Urucuca,0,be4ek be4ep be4es be4et be4ey be4ez be4fk be4fs be4ft be4fy be5at be64j be64n be64p be65j be65k be65n be65p be70j be70k be70n be70p be70s be70z,
BR-BA-Utinga,0,717m 717v 742h,
BR-BA-Valenca,0,becv bedr beem befh,
BR-BA-Valente,0,74c3y 74c3z 74c4y 74c5t 74c6j 74c6k 74c6n 74c6p 74c6s 74c6t 74c6y 74c6z 74c7j 74c7k 74c7n 74c7p 74c7s 74c7t 74c7y 74c7z 74ccn 74d2s,
BR-BA-VarzeaNova,0,71dv 71fm 748r 748v 74ah,
BR-BA-VarzeaPoco,0,7490n 7490p 7490y 7490z 7491j 7491k 7491n 7491p 7491s 7491t 7491z 7492n 7492p 7492y 7492z 7493j 7493k 7493s,
BR-BA-VarzeaRoca,0,743et 743ey 743ez 743fk 743fp 743fs 743ft 743fy 743fz 7491n 7491p 7491z 7494j 7494k 7494n 7494p 7494s 7494t 7494y 7494z 7495j 7495k 7495n 7495p 7495s 7495t 7495y 7495z,
BR-BA-Varzedo,0,bee7t beeck beecn beecp beecs beect beecy beecz beedj beedk beeds beedt beeej beeek beeen beeep beees beefj,
BR-BA-VeraCruz,0,befm befv bfar,
BR-BA-Vereda,0,bc0v bc1h bc1m bc1r bc1v bc2m bc4h bc4r,
BR-BA-VitoriaConquista,0,b9fm b9fv bb5m bb5v bb7m bcar be0h be0r be0v be2h be2m,
BR-BA-Wagner,0,715ey 715fk 715fp 715fs 715ft 715fy 715fz 7174n 7174p 7174y 7174z 7175j 7175k 7175n 7175p 7175s 7175t 7175y 7175z 7177j 7177n 740at 7420j,
BR-BA-Wanderley,0,707h 707m 707r 707v 70cm 70dh 70dm 70dr 70dv,
BR-BA-WenceslauGuimaraes,0,be9v bech becm becr becv,
BR-BA-XiqueXique,0,718h 718m 718r 718v 719h 719r 71am 71bh 71bm 71br 71bv 71er 731m 731v 734h 734r,
BR-CE-Abaiara,0,7c74p 7c74y 7c74z 7c75k 7c75p 7c75s 7c75t 7c75z 7c76n 7c76p 7c76z 7c77j 7c77k,
BR-CE-Acarape,0,7f86s 7f86t 7f86y 7f86z 7f87t 7f8cj 7f8ck 7f8cn 7f8cp 7f8cz 7f8dj 7f8dk,
BR-CE-Acarau,0,341v 343m 344h 344m 344r 344v 346h,
BR-CE-Acopiara,0,7cdr 7ceh 7cem 7cev 7cfh 7cfm 7cfr 7cfv,
BR-CE-Aiuaba,0,7c9h 7c9m 7c9r 7c9v 7cbm 7cch 7ccr 7ceh,
BR-CE-Alcantaras,0,7eb9y 7eb9z 7ebbn 7ebcs 7ebct 7ebcy 7ebcz 7ebej 7ebek 7eben 7ebep 7ebes,
BR-CE-Altaneira,0,7c6ek 7c6ep 7c6es 7c6ey 7c6ez 7c6fk 7c6fs 7c6ft,
BR-CE-AltoSanto,0,7f0m 7f0v 7f1h 7f1m 7f1r,
BR-CE-Amontada,0,344h 344m 344v 345h 345r 7eer 7eev,
BR-CE-AntoninaNorte,0,7c95y 7cc0s 7cc0t 7cc0y 7cc0z 7cc1t 7cc2j 7cc2k 7cc2n 7cc2p 7cc2y 7cc2z 7cc3j 7cc3k 7cc3p 7cc3s 7cc3t 7cc3y 7cc3z 7cc6s,
BR-CE-Apuiares,0,7edbt 7edby 7edbz 7edej 7edek 7eden 7edep 7edes 7edet 7edey 7edez 7edfk 7edfs 7edft 7ef1j 7ef1k 7ef1n 7ef1p 7ef1y 7ef1z 7ef4j 7ef4k 7ef4n 7ef4p 7ef4s 7ef4t 7ef5j 7ef5k,
BR-CE-Aquiraz,0,7f8fn 7f8fp 7f8fy 7f8fz 7f98y 7f9aj 7f9ak 7f9an 7f9ap 7f9as 7f9at 7f9ay 7f9az 7f9bj 7f9bk 7f9bn 7f9bp 7f9bs 7f9bt 7f9by 7f9bz 7fb0j 7fb0k 7fb0n 7fb0p 7fb0s 7fb0z 7fb1j,
BR-CE-Aracati,0,7f3v 7f6h 7f6m 7f6r 7f6v 7fch,
BR-CE-Aracoiaba,0,7f2r 7f2v 7f8h 7f8m,
BR-CE-Ararenda,0,7e2dy 7e2fn 7e2fp 7e2fz 7e38k 7e38p 7e38s 7e38t 7e38y 7e38z 7e39k 7e39s 7e39t 7e3aj 7e3ak 7e3an 7e3ap 7e3as 7e3bj 7e3bk 7e3bs,
BR-CE-Araripe,0,7c3m 7c3v 7c6h 7c6r,
BR-CE-Aratuba,0,7ed5y 7ed7n 7ed7p 7f80j 7f80k 7f80s 7f80t 7f80y 7f80z 7f82j 7f82k 7f82n,
BR-CE-Arneiroz,0,7c9v 7cbm 7ccr 7ceh,
BR-CE-Assare,0,7c6r 7c6v 7c9m 7cch 7ccm,
BR-CE-Aurora,0,7c7v 7cdm 7d2r 7d8h,
BR-CE-Baixio,0,7d81t 7d81y 7d82n 7d82p 7d82z 7d83j 7d83k 7d83n 7d83p 7d83s,
BR-CE-Banabuiu,0,7e5m 7e5v 7f0h 7f0r 7f0v 7f2h 7f2m,
BR-CE-Barbalha,0,7c5r 7c7h,
BR-CE-Barreira,0,7f84t 7f84y 7f84z 7f85t 7f86j 7f86k 7f86n 7f86p 7f86s 7f86y 7f86z 7f87j 7f87k 7f87n 7f87s 7f87t 7f8dj,
BR-CE-Barro,0,7c7m 7c7v 7d2h 7d2r,
BR-CE-Barroquinha,0,340bk 340bp 340bs 340bt 340by 340bz 340ck 340cp 340cs 340ct 340cy 340cz 340ej 340ek 340en 340ep 340es 340et 340ey 340ez 3421n,
BR-CE-Baturite,0,7f2bp 7f2by 7f2bz 7f2et 7f80y 7f81j 7f81k 7f81n 7f81p 7f81s 7f81t 7f81z 7f82n 7f82p 7f82y 7f82z 7f83j 7f83k 7f83n 7f83p 7f83s 7f83t 7f83y 7f83z 7f84j 7f86s 7f89j 7f89n,
BR-CE-Beberibe,0,7f3r 7f3v 7f9h 7f9m 7f9r 7f9v 7fch,
BR-CE-BelaCruz,0,341m 341v 344h 344r,
BR-CE-BoaViagem,0,7e4r 7e4v 7e5r 7e6h 7e6m 7e6r 7e6v 7e7h,
BR-CE-BrejoSanto,0,7c5v 7c7m 7d0r 7d2h,
BR-CE-Camocim,0,340v 341r 341v 343h 343m,
BR-CE-CamposSales,0,7c3r 7c3v 7c6r 7c9h 7c9m 7cch,
BR-CE-Caninde,0,7e7r 7e7v 7ecm 7ecv 7edh 7edm 7edr 7edv 7f8h,
BR-CE-Capistrano,0,7f2bs 7f2bt 7f2by 7f2bz 7f80k 7f80n 7f80p 7f80s 7f80y 7f80z 7f81j 7f81k 7f81n 7f81s 7f81t 7f82n 7f82p,
BR-CE-Caridade,0,7edm 7edv 7f8h 7f8r,
BR-CE-Carire,0,7e9r 7e9v 7ebh 7ebm,
BR-CE-Caririacu,0,7c7r 7c7v 7cdh,
BR-CE-Carius,0,7ccm 7ccv 7cdh 7cdr,
BR-CE-Carnaubal,0,7e8dt 7e8ej 7e8ek 7e8en 7e8ep 7e8es 7e8et 7e8ey 7e8ez 7e8fj 7e8fk 7e8fn 7e8fp 7e8fs 7e8ft 7e8fy 7e8fz 7ea4j 7ea4n,
BR-CE-Cascavel,0,7f9h 7f9r 7f9v,
BR-CE-Catarina,0,7ccat 7ccay 7ccby 7ccet 7ce0j 7ce0n 7ce0p 7ce0y 7ce0z 7ce1j 7ce1k 7ce1n 7ce1p 7ce1s 7ce1t 7ce1y 7ce1z 7ce3j 7ce3n 7ce3p 7ce3z 7ce4j 7ce4k 7ce4s 7ce4t 7ce6j 7ce6k 7ce6s,
BR-CE-Catunda,0,7e3v 7e6r 7e9m 7ech,
BR-CE-Caucaia,0,7f8r 7f8v 7fah 7fam 7far 7fav,
BR-CE-Cedro,0,7cdm 7cdr 7cdv 7d8h 7d8r,
BR-CE-Chaval,0,3409j 3409k 3409n 3409p 3409s 3409y 3409z 340bn 340bp 340cj 340ck 340cs 340ct 340ej 340ek,
BR-CE-Choro,0,7e7m 7e7r 7e7v 7f2r,
BR-CE-Chorozinho,0,7f85y 7f87j 7f87k 7f87n 7f87p 7f87s 7f87t 7f87y 7f87z 7f90s 7f90t 7f92j 7f92k 7f92n 7f92p 7f92s 7f92t 7f92y 7f92z,
BR-CE-Coreau,0,7eav 7ebh 7ebr 7ebv,
BR-CE-Crateus,0,7e0v 7e1r 7e1v 7e2h 7e2m 7e3h 7e3m,
BR-CE-Crato,0,7c5r 7c6m 7c6v 7c7h 7c7r,
BR-CE-Croata,0,7e8h 7e8m 7e8v 7e9h 7e9r,
BR-CE-Cruz,0,341fk 341fn 341fp 341fs 341ft 341fy 341fz 3435j 3435k 3435n 344ak 344an 344ap 344as 344at 344ay 344az 344bk 344bs,
BR-CE-DeputadoIrapuanPinheiro,0,7cf9j 7cf9k 7cf9n 7cf9p 7cf9s 7cf9t 7cf9y 7cf9z 7cfbj 7cfbn 7cfbp 7cfby 7cfbz 7cfcj 7cfck 7cfcp 7cfcs 7cfct 7cfcy 7cfcz 7cfej 7cfek 7cfen 7cfep 7cfes 7cfet 7cfez,
BR-CE-Erere,0,7da7p 7da7y 7da7z 7dadn 7dadp 7dadz 7db2k 7db2p 7db2s 7db2t 7db2y 7db2z 7db3t 7db8j 7db8k 7db8n 7db8p 7db8s 7db8z 7db9j 7db9k,
BR-CE-Eusebio,0,7f8fy 7f9at 7fa5n 7fa5p 7fb0j 7fb0k 7fb0p 7fb0s 7fb0t 7fb0y 7fb0z,
BR-CE-FariasBrito,0,7c6ep 7c6fk 7c6fn 7c6fp 7c6fs 7c6ft 7c6fy 7c6fz 7c7ak 7c7as 7c7at 7c7ay 7c7az 7cc5j 7cc5k 7cc5n 7cc5p 7cc5s 7cc5t 7cc5y 7cc5z 7cc7n 7cd0j 7cd0k 7cd0n 7cd0s 7cd0t 7cd2j,
BR-CE-Forquilha,0,7eb5y 7eb5z 7eb7j 7eb7k 7eb7n 7eb7p 7eb7y 7eb7z 7ee0k 7ee0p 7ee0s 7ee0t 7ee0y 7ee0z 7ee2j 7ee2k 7ee2n 7ee2p 7ee2s 7ee2t 7ee2y 7ee2z 7ee3j 7ee3k 7ee3s 7ee3t 7ee8j 7ee8n 7ee9j,
BR-CE-Fortaleza,0,7fa5n 7fa5p 7fa5s 7fa5t 7fa5y 7fa5z 7fa7j 7fa7k 7fa7n 7fa7p 7fa7s 7fa7z 7fb0k 7fb0s 7fb0t 7fb0y 7fb0z 7fb2j 7fb2k 7fb2s,
BR-CE-Fortim,0,7f3fs 7f3ft 7f3fy 7f3fz 7f6as 7f6at 7f6ay 7f95j 7f95k 7f95n 7f95p 7f95s 7f95z 7fc0j 7fc0k 7fc0n 7fc0p 7fc0s 7fc0z,
BR-CE-Frecheirinha,0,7ea7y 7eadn 7eadp 7eadz 7eb2t 7eb2y 7eb8j 7eb8k 7eb8n 7eb8p 7eb8s 7eb8t 7eb8y 7eb8z,
BR-CE-GeneralSampaio,0,7ed8y 7ed9t 7edan 7edap 7edbj 7edbk 7edbn 7edbp 7edbs 7edbt 7edby 7edbz 7edej 7edek 7edes 7ef1n,
BR-CE-Graca,0,7e9ak 7e9ap 7e9as 7e9at 7e9ay 7e9az 7e9bk 7e9bs 7e9bt 7eb0j 7eb0k 7eb0n 7eb0p 7eb0s 7eb0z,
BR-CE-Granja,0,340h 340m 340r 340v 341h 341r 341v 7ear 7eav 7ebr,
BR-CE-Granjeiro,0,7c7bs 7c7bt 7c7by 7c7et 7cd1j 7cd1n 7cd4j 7cd4k,
BR-CE-Groairas,0,7e9ft 7eb5j 7eb5k 7eb5n 7eb5p 7eb5s 7eb5t 7eb5y 7eb5z 7eb7j 7eb7k 7eb7n 7eb7s,
BR-CE-Guaiuba,0,7f89z 7f8ck 7f8cp 7f8cs 7f8ct 7f8cy 7f8cz 7f8dk 7f8ds 7f8dt 7f8ej 7f8en 7f8ep 7f8ez 7f8fj 7f8fk,
BR-CE-GuaraciabaNorte,0,7e8h 7e8m 7e8v 7e9h 7e9r,
BR-CE-Guaramiranga,0,7f82p 7f82t 7f82y 7f82z 7f83s 7f83t 7f88j 7f88k 7f88n 7f88p,
BR-CE-Hidrolandia,0,7e9h 7e9m 7e9v 7ech,
BR-CE-Horizonte,0,7f8ds 7f8dt 7f8dy 7f8dz 7f8fn 7f8fp 7f98p 7f98s 7f98t 7f98y 7f98z 7f9aj 7f9an,
BR-CE-Ibaretama,0,7f2h 7f2m 7f2r 7f2v,
BR-CE-Ibiapina,0,7ea1j 7ea1k 7ea1p 7ea1s 7ea1y 7ea1z 7ea4k 7ea4p 7ea4s 7ea4t 7ea4y 7ea4z 7ea5k 7ea5p 7ea5s 7ea5t 7ea5y 7ea5z 7ea6n 7ea7j 7ea7n 7ea7p 7eb0k 7eb0s 7eb0t 7eb0y 7eb2j 7eb2n,
BR-CE-Ibicuitinga,0,7f24k 7f24p 7f24s 7f24t 7f24y 7f24z 7f25j 7f25k 7f25n 7f25p 7f25s 7f25t 7f25y 7f25z 7f26n 7f26p 7f26z 7f27j 7f27k 7f27n 7f27p 7f27s 7f27z 7f32j 7f32k 7f32s,
BR-CE-Icapui,0,7f66t 7f66y 7f67k 7f67p 7f67s 7f67t 7f67y 7f67z 7f69n 7f69p 7f6cj 7f6ck 7f6cn 7f6cp 7f6cs 7f6ct 7f6cy 7f6cz 7f6dj 7f6dk 7f6dn 7f6dp 7f6ds,
BR-CE-Ico,0,7cdv 7d8h 7d8r 7d8v 7dah 7dam,
BR-CE-Iguatu,0,7cdr 7cdv 7cfh 7cfm,
BR-CE-Independencia,0,7cbr 7cbv 7e1h 7e1m 7e1r 7e1v 7e3m 7e4h 7e4r 7e6h,
BR-CE-Ipaporanga,0,7e2m 7e2v 7e3h 7e3r,
BR-CE-Ipaumirim,0,7d2ay 7d2bt 7d80j 7d80n 7d80p 7d80y 7d80z 7d81j 7d81k 7d81n 7d81p 7d81s 7d81t 7d81y 7d81z 7d82n 7d83j 7d84s,
BR-CE-Ipu,0,7e9h 7e9m 7e9r 7e9v,
BR-CE-Ipueiras,0,7e2v 7e3r 7e8h 7e8m 7e9h,
BR-CE-Iracema,0,7dav 7dbr 7f0m 7f1h,
BR-CE-Iraucuba,0,7ecv 7edr 7eeh 7eem 7eer 7eev 7efh,
BR-CE-Itaicaba,0,7f3dj 7f3dk 7f3dn 7f3dp 7f3ds 7f3dt 7f3dy 7f3dz 7f68j 7f68k 7f68n 7f68p 7f68s 7f68t 7f69j 7f69k 7f69p,
BR-CE-Itaitinga,0,7f8ds 7f8dt 7f8dy 7f8fj 7f8fk 7f8fn 7f8fp 7f8fs 7f8ft 7f8fy 7f8fz 7fa5n 7fa5p,
BR-CE-Itapaje,0,7ee7y 7eedn 7eedp 7eedz 7ef1t 7ef1y 7ef2j 7ef2k 7ef2n 7ef2p 7ef2s 7ef2t 7ef2y 7ef2z 7ef3j 7ef3k 7ef3n 7ef3p 7ef3s 7ef3t 7ef3z 7ef8j 7ef8k 7ef8n 7ef8p 7ef8s 7ef9j,
BR-CE-Itapipoca,0,344m 345h 345m 345r 7eev 7efr 7efv,
BR-CE-Itapiuna,0,7e7v 7edm 7f2r 7f8h,
BR-CE-Itarema,0,344m 344v 345r,
BR-CE-Itatira,0,7e6v 7e7r 7ecm 7edh,
BR-CE-Jaguaretama,0,7dar 7dav 7f0h 7f0m 7f0r 7f0v,
BR-CE-Jaguaribara,0,7dav 7f0m 7f0v,
BR-CE-Jaguaribe,0,7cfm 7dah 7dam 7dar 7dav,
BR-CE-Jaguaruana,0,7f3m 7f3v 7f6h 7f6r,
BR-CE-Jardim,0,7c59t 7c59y 7c59z 7c5an 7c5ap 7c5ay 7c5az 7c5bj 7c5bk 7c5bn 7c5bp 7c5bs 7c5bt 7c5by 7c5bz 7c5ck 7c5cs 7c5ct 7c5ej 7c5ek 7c5en 7c5es 7c5et 7c70n 7c70p 7c71j 7c71k 7c71n,
BR-CE-Jati,0,7c57s 7c57t 7c57y 7c5cn 7c5cp 7c5cs 7c5ct 7c5cy 7c5cz 7c5dj 7c5dk 7c5dn 7c5dp 7c5ds 7c5dt 7c5dy 7c5dz 7c5ej 7c5en 7c5fj 7c5fn,
BR-CE-JijocaJericoacoara,0,341ep 341et 341ey 341ez 341fj 341fk 341fs 341ft 3434j 3434n 3434p 3435j 3435k,
BR-CE-JuazeiroNorte,0,7c72y 7c73s 7c73t 7c73y 7c73z 7c78n 7c78p 7c79j 7c79k 7c79n 7c79p 7c79s 7c79y 7c79z 7c7cj 7c7ck 7c7cs,
BR-CE-Jucas,0,7ccv 7cdr 7cem 7cfh,
BR-CE-LavrasMangabeira,0,7c7v 7cdm 7d8h 7d8r,
BR-CE-LimoeiroNorte,0,7f1r 7f1v 7f3h 7f3m 7f4r,
BR-CE-Madalena,0,7e6m 7e6v 7e7h 7e7r 7e7v,
BR-CE-Maracanau,0,7f8ey 7f8ft 7fa4n 7fa4p 7fa4y 7fa4z 7fa5j 7fa5k 7fa5p 7fa5s 7fa5t 7fa5z,
BR-CE-Maranguape,0,7f88y 7f89t 7f89y 7f8an 7f8ap 7f8ay 7f8az 7f8bj 7f8bk 7f8bn 7f8bp 7f8bs 7f8bt 7f8by 7f8bz 7f8ct 7f8ej 7f8ek 7f8en 7f8ep 7f8es 7f8et 7f8ey 7f8ez 7fa0n 7fa1j 7fa4j 7fa4k 7fa4n 7fa4p 7fa4z,
BR-CE-Marco,0,341m 341v 344h 344m 344r,
BR-CE-Martinopole,0,3413k 3413p 3413s 3413t 3413y 3413z 3416k 3416s 3416t 3419j 3419k 3419n 3419p 3419s 341cj,
BR-CE-Massape,0,341m 344h 7ebv 7eer,
BR-CE-Mauriti,0,7d0r 7d2h 7d2m,
BR-CE-Meruoca,0,7ebcy 7ebcz 7ebds 7ebdt 7ebdy 7ebek 7eben 7ebep 7ebes 7ebez 7ebfj 7ebfk,
BR-CE-Milagres,0,7c7m 7c7v 7d2h 7d2r,
BR-CE-Milha,0,7cfes 7cfet 7cfey 7cfez 7cfft 7e54j 7e54k 7e54n 7e54p 7e54s 7e54t 7e54y 7e54z 7e55j 7e55k 7e55s 7e55t 7e55y 7e56j 7e56k 7e56n 7e56p 7e57j 7e57k 7e57n 7e57p 7e57s 7e57z,
BR-CE-Miraima,0,7eeh 7eem 7eer 7eev,
BR-CE-MissaoVelha,0,7c5r 7c7h 7c7m 7c7r 7c7v,
BR-CE-Mombaca,0,7ceh 7cem 7cer 7cev 7cfr 7e4h 7e4m 7e5h,
BR-CE-MonsenhorTabosa,0,7e6h 7e6m 7e6r 7e6v,
BR-CE-MoradaNova,0,7f0m 7f0r 7f0v 7f1r 7f2m 7f2v 7f3h 7f3r 7f9h,
BR-CE-Moraujo,0,3410j 3410k 3410n 3410p 3411j 3411k 3411n 3411p 3411s 3411z 3414j 3414k 7ebak 7ebas 7ebat 7ebay 7ebaz 7ebbk 7ebbp 7ebbs 7ebbt 7ebby 7ebbz 7ebek 7ebes 7ebet,
BR-CE-Morrinhos,0,3415y 3417n 3440t 3440y 3440z 3441k 3441p 3441s 3441t 3441y 3441z 3442j 3442n 3442p 3443j 3443k 3443n 3443p 3443s 3443z 3444k 3444s 3444t 3444z 3446j 3446k,
BR-CE-Mucambo,0,7ea7n 7eb0s 7eb0t 7eb0y 7eb0z 7eb1s 7eb1t 7eb2j 7eb2k 7eb2n 7eb2p 7eb2z 7eb3j 7eb3k 7eb3s,
BR-CE-Mulungu,0,7f82j 7f82k 7f82n 7f82p 7f82s 7f82t 7f82y 7f82z,
BR-CE-NovaOlinda,0,7c6cp 7c6ct 7c6cy 7c6cz 7c6dj 7c6dk 7c6ds 7c6dt 7c6dy 7c6ej 7c6ek 7c6en 7c6ep 7c6es 7c6ez 7c6fj 7c6fk 7c6fn 7c6fp,
BR-CE-NovaRussas,0,7e3r 7e3v 7e9h 7e9m,
BR-CE-NovoOriente,0,7e0m 7e0v 7e1h 7e1r,
BR-CE-Ocara,0,7f2v 7f3r 7f8m 7f9h,
BR-CE-Oros,0,7cdep 7cdez 7cdfs 7cdft 7cdfy 7cdfz 7cf5j 7cf5k 7cf5n 7cf5p 7cf5y 7cf5z 7cf7n 7cf7p 7d8at 7d8ay 7da0j 7da0k 7da0n 7da0p 7da0s 7da0t 7da0y 7da0z 7da1t 7da2j 7da2k 7da2n 7da2s 7da3j,
BR-CE-Pacajus,0,7f87t 7f87y 7f8dj 7f8dk 7f8dn 7f8dp 7f8ds 7f8dz 7f92t 7f92y 7f98j 7f98k 7f98n 7f98p 7f98s 7f98z,
BR-CE-Pacatuba,0,7f8ep 7f8ey 7f8ez 7f8fj 7f8fk 7f8fs 7f8ft 7f8fy 7fa5j 7fa5k 7fa5n 7fa5p 7fa5z,
BR-CE-Pacoti,0,7f82y 7f83t 7f88n 7f88p 7f88y 7f88z 7f89j 7f89k 7f89n 7f89s,
BR-CE-Pacuja,0,7e9ay 7e9bt 7eb0n 7eb0p 7eb0z 7eb1j 7eb1k 7eb1n 7eb1p 7eb1s,
BR-CE-Palhano,0,7f36y 7f36z 7f37s 7f37t 7f37y 7f37z 7f39y 7f3bn 7f3ck 7f3cn 7f3cp 7f3cs 7f3ct 7f3cy 7f3cz 7f3dj 7f3dk 7f3ds 7f3dt 7f3ej 7f3ek 7f3en 7f3ep 7f3fj 7f3fk,
BR-CE-Palmacia,0,7f88y 7f88z 7f89k 7f89p 7f89s 7f89t 7f89y 7f89z 7f8bn 7f8cs 7f8ct 7f8ej,
BR-CE-Paracuru,0,7efdy 7effn 7effp 7effz 7fa8s 7fa8t 7fa8y 7fa8z 7faaj 7faak 7faan 7faap 7faas 7faay 7faaz 7fabj 7fabk 7fabs,
BR-CE-Paraipaba,0,3454n 3455j 3455n 3455p 3500j 7efdy 7efen 7efep 7efey 7effj 7effk 7effn 7effp 7effs 7efft 7effy 7effz 7faas 7faat,
BR-CE-Parambu,0,7c8v 7c9r 7c9v 7cam 7cav 7cbh 7cbm 7cbr 7cbv,
BR-CE-Paramoti,0,7ed3t 7ed8p 7ed8y 7ed8z 7ed9j 7ed9k 7ed9n 7ed9p 7ed9s 7ed9t 7ed9y 7ed9z 7edan 7edbj 7edbn 7edck 7edcs 7edct 7edcy 7edcz 7edds 7eddt 7edej 7eden 7edep 7edfj 7edfk,
BR-CE-PedraBranca,0,7e4h 7e4m 7e4r 7e4v 7e5h,
BR-CE-Penaforte,0,7c56p 7c56t 7c56y 7c56z 7c57s 7c57t 7c5cj 7c5ck 7c5cn 7c5cp 7c5cs 7c5cz 7c5dj,
BR-CE-Pentecoste,0,7edv 7efh 7efm 7f8r 7fah,
