isolabel_ext,neighbor_perc,neighbor_isolabel
BR-AC-Acrelandia,18,BR-AM-Labrea
BR-AC-Acrelandia,17,BR-AC-SenadorGuiomard
BR-AC-Acrelandia,16,BR-AC-PlacidoCastro
BR-AC-Acrelandia,9,BR-RO-PortoVelho
BR-AC-AssisBrasil,39,BR-AC-SenaMadureira
BR-AC-AssisBrasil,24,BR-AC-Brasileia
BR-AC-Brasileia,29,BR-AC-AssisBrasil
BR-AC-Brasileia,22,BR-AC-Xapuri
BR-AC-Brasileia,10,BR-AC-Epitaciolandia
BR-AC-Brasileia,6,BR-AC-RioBranco
BR-AC-Brasileia,4,BR-AC-SenaMadureira
BR-AC-Bujari,43,BR-AC-RioBranco
BR-AC-Bujari,28,BR-AC-PortoAcre
BR-AC-Bujari,18,BR-AC-SenaMadureira
BR-AC-Bujari,10,BR-AM-BocaAcre
BR-AC-Capixaba,22,BR-AC-RioBranco
BR-AC-Capixaba,15,BR-AC-Xapuri
BR-AC-Capixaba,12,BR-AC-PlacidoCastro
BR-AC-Capixaba,12,BR-AC-SenadorGuiomard
BR-AC-CruzeiroSul,30,BR-AC-RodriguesAlves
BR-AC-CruzeiroSul,25,BR-AC-PortoWalter
BR-AC-CruzeiroSul,12,BR-AC-Tarauaca
BR-AC-CruzeiroSul,12,BR-AM-Guajara
BR-AC-CruzeiroSul,6,BR-AC-MancioLima
BR-AC-CruzeiroSul,4,BR-AM-Ipixuna
BR-AC-Epitaciolandia,50,BR-AC-Xapuri
BR-AC-Epitaciolandia,21,BR-AC-Brasileia
BR-AC-Feijo,28,BR-AC-Tarauaca
BR-AC-Feijo,19,BR-AC-Jordao
BR-AC-Feijo,18,BR-AC-SantaRosaPurus
BR-AC-Feijo,8,BR-AC-ManoelUrbano
BR-AC-Feijo,7,BR-AM-Envira
BR-AC-Feijo,5,BR-AM-Pauini
BR-AC-Jordao,40,BR-AC-Feijo
BR-AC-Jordao,31,BR-AC-Tarauaca
BR-AC-Jordao,18,BR-AC-MarechalThaumaturgo
BR-AC-MancioLima,27,BR-AC-RodriguesAlves
BR-AC-MancioLima,23,BR-AM-Guajara
BR-AC-MancioLima,10,BR-AC-CruzeiroSul
BR-AC-MancioLima,2,BR-AM-AtalaiaNorte
BR-AC-ManoelUrbano,37,BR-AC-SantaRosaPurus
BR-AC-ManoelUrbano,37,BR-AC-SenaMadureira
BR-AC-ManoelUrbano,11,BR-AC-Feijo
BR-AC-ManoelUrbano,5,BR-AM-BocaAcre
BR-AC-ManoelUrbano,5,BR-AM-Pauini
BR-AC-MarechalThaumaturgo,25,BR-AC-PortoWalter
BR-AC-MarechalThaumaturgo,19,BR-AC-Jordao
BR-AC-MarechalThaumaturgo,6,BR-AC-Tarauaca
BR-AC-PlacidoCastro,29,BR-AC-SenadorGuiomard
BR-AC-PlacidoCastro,15,BR-AC-Acrelandia
BR-AC-PlacidoCastro,11,BR-AC-Capixaba
BR-AC-PortoAcre,32,BR-AC-Bujari
BR-AC-PortoAcre,29,BR-AM-BocaAcre
BR-AC-PortoAcre,23,BR-AC-RioBranco
BR-AC-PortoAcre,17,BR-AC-SenadorGuiomard
BR-AC-PortoAcre,0,BR-AM-Labrea
BR-AC-PortoWalter,42,BR-AC-CruzeiroSul
BR-AC-PortoWalter,30,BR-AC-MarechalThaumaturgo
BR-AC-PortoWalter,15,BR-AC-Tarauaca
BR-AC-RioBranco,27,BR-AC-SenaMadureira
BR-AC-RioBranco,24,BR-AC-Xapuri
BR-AC-RioBranco,19,BR-AC-Bujari
BR-AC-RioBranco,11,BR-AC-SenadorGuiomard
BR-AC-RioBranco,9,BR-AC-PortoAcre
BR-AC-RioBranco,8,BR-AC-Capixaba
BR-AC-RioBranco,4,BR-AC-Brasileia
BR-AC-RodriguesAlves,53,BR-AC-CruzeiroSul
BR-AC-RodriguesAlves,31,BR-AC-MancioLima
BR-AC-SantaRosaPurus,40,BR-AC-ManoelUrbano
BR-AC-SantaRosaPurus,27,BR-AC-Feijo
BR-AC-SenadorGuiomard,27,BR-AC-PlacidoCastro
BR-AC-SenadorGuiomard,25,BR-AC-RioBranco
BR-AC-SenadorGuiomard,16,BR-AC-PortoAcre
BR-AC-SenadorGuiomard,14,BR-AC-Acrelandia
BR-AC-SenadorGuiomard,10,BR-AC-Capixaba
BR-AC-SenadorGuiomard,8,BR-AM-Labrea
BR-AC-SenaMadureira,32,BR-AC-ManoelUrbano
BR-AC-SenaMadureira,26,BR-AC-AssisBrasil
BR-AC-SenaMadureira,20,BR-AC-RioBranco
BR-AC-SenaMadureira,9,BR-AM-BocaAcre
BR-AC-SenaMadureira,6,BR-AC-Bujari
BR-AC-SenaMadureira,2,BR-AC-Brasileia
BR-AC-Tarauaca,38,BR-AC-Feijo
BR-AC-Tarauaca,20,BR-AC-Jordao
BR-AC-Tarauaca,10,BR-AC-CruzeiroSul
BR-AC-Tarauaca,8,BR-AC-PortoWalter
BR-AC-Tarauaca,8,BR-AM-Ipixuna
BR-AC-Tarauaca,7,BR-AM-Envira
BR-AC-Tarauaca,4,BR-AC-MarechalThaumaturgo
BR-AC-Tarauaca,4,BR-AM-Eirunepe
BR-AC-Xapuri,32,BR-AC-RioBranco
BR-AC-Xapuri,23,BR-AC-Epitaciolandia
BR-AC-Xapuri,21,BR-AC-Brasileia
BR-AC-Xapuri,7,BR-AC-Capixaba
BR-AL-AguaBranca,29,BR-AL-Pariconha
BR-AL-AguaBranca,19,BR-AL-OlhoAguaCasado
BR-AL-AguaBranca,16,BR-AL-DelmiroGouveia
BR-AL-AguaBranca,16,BR-AL-MataGrande
BR-AL-AguaBranca,10,BR-AL-Inhapi
BR-AL-AguaBranca,9,BR-PE-Tacaratu
BR-AL-Anadia,22,BR-AL-Maribondo
BR-AL-Anadia,21,BR-AL-CampoAlegre
BR-AL-Anadia,20,BR-AL-BocaMata
BR-AL-Anadia,19,BR-AL-LimoeiroAnadia
BR-AL-Anadia,17,BR-AL-TanqueArca
BR-AL-Anadia,1,BR-AL-Taquarana
BR-AL-Arapiraca,23,BR-AL-LimoeiroAnadia
BR-AL-Arapiraca,16,BR-AL-FeiraGrande
BR-AL-Arapiraca,15,BR-AL-LagoaCanoa
BR-AL-Arapiraca,14,BR-AL-SaoSebastiao
BR-AL-Arapiraca,13,BR-AL-Craibas
BR-AL-Arapiraca,11,BR-AL-Igaci
BR-AL-Arapiraca,9,BR-AL-CoiteNoia
BR-AL-Atalaia,30,BR-AL-Pilar
BR-AL-Atalaia,18,BR-AL-Capela
BR-AL-Atalaia,18,BR-AL-RioLargo
BR-AL-Atalaia,16,BR-AL-Maribondo
BR-AL-Atalaia,10,BR-AL-Murici
BR-AL-Atalaia,6,BR-AL-Cajueiro
BR-AL-Atalaia,2,BR-AL-BocaMata
BR-AL-Atalaia,2,BR-AL-Pindoba
BR-AL-BarraSantoAntonio,36,BR-AL-SaoLuisQuitunde
BR-AL-BarraSantoAntonio,30,BR-AL-Paripueira
BR-AL-BarraSantoAntonio,10,BR-AL-PassoCamaragibe
BR-AL-BarraSantoAntonio,0,BR-AL-Flexeiras
BR-AL-BarraSaoMiguel,36,BR-AL-MarechalDeodoro
BR-AL-BarraSaoMiguel,35,BR-AL-Roteiro
BR-AL-BarraSaoMiguel,10,BR-AL-SaoMiguelCampos
BR-AL-Batalha,30,BR-AL-BeloMonte
BR-AL-Batalha,20,BR-AL-JacareHomens
BR-AL-Batalha,19,BR-AL-Jaramataia
BR-AL-Batalha,16,BR-AL-Traipu
BR-AL-Batalha,15,BR-AL-MajorIsidoro
BR-AL-Belem,44,BR-AL-TanqueArca
BR-AL-Belem,33,BR-AL-Taquarana
BR-AL-Belem,23,BR-AL-PalmeiraIndios
BR-AL-BeloMonte,28,BR-AL-Batalha
BR-AL-BeloMonte,21,BR-AL-Traipu
BR-AL-BeloMonte,18,BR-AL-PaoAcucar
BR-AL-BeloMonte,13,BR-SE-Gararu
BR-AL-BeloMonte,13,BR-SE-PortoFolha
BR-AL-BeloMonte,6,BR-AL-JacareHomens
BR-AL-BocaMata,35,BR-AL-SaoMiguelCampos
BR-AL-BocaMata,26,BR-AL-Pilar
BR-AL-BocaMata,19,BR-AL-Anadia
BR-AL-BocaMata,17,BR-AL-Maribondo
BR-AL-BocaMata,3,BR-AL-Atalaia
BR-AL-Branquinha,46,BR-AL-UniaoPalmares
BR-AL-Branquinha,34,BR-AL-Murici
BR-AL-Branquinha,20,BR-AL-Capela
BR-AL-Cacimbinhas,38,BR-AL-MajorIsidoro
BR-AL-Cacimbinhas,22,BR-AL-EstrelaAlagoas
BR-AL-Cacimbinhas,16,BR-AL-MinadorNegrao
BR-AL-Cacimbinhas,11,BR-AL-DoisRiachos
BR-AL-Cacimbinhas,7,BR-PE-Iati
BR-AL-Cacimbinhas,6,BR-AL-Igaci
BR-AL-Cajueiro,53,BR-AL-Capela
BR-AL-Cajueiro,34,BR-AL-Vicosa
BR-AL-Cajueiro,12,BR-AL-Atalaia
BR-AL-Cajueiro,1,BR-AL-Pindoba
BR-AL-Campestre,40,BR-AL-Jacuipe
BR-AL-Campestre,28,BR-AL-Jundia
BR-AL-Campestre,19,BR-AL-NovoLino
BR-AL-Campestre,13,BR-PE-AguaPreta
BR-AL-CampoAlegre,37,BR-AL-JequiaPraia
BR-AL-CampoAlegre,18,BR-AL-Junqueiro
BR-AL-CampoAlegre,15,BR-AL-Anadia
BR-AL-CampoAlegre,11,BR-AL-LimoeiroAnadia
BR-AL-CampoAlegre,11,BR-AL-SaoMiguelCampos
BR-AL-CampoAlegre,9,BR-AL-TeotonioVilela
BR-AL-CampoGrande,27,BR-AL-OlhoAguaGrande
BR-AL-CampoGrande,26,BR-AL-FeiraGrande
BR-AL-CampoGrande,18,BR-AL-GirauPonciano
BR-AL-CampoGrande,16,BR-AL-PortoRealColegio
BR-AL-CampoGrande,13,BR-AL-Traipu
BR-AL-Canapi,26,BR-AL-MataGrande
BR-AL-Canapi,20,BR-AL-Inhapi
BR-AL-Canapi,20,BR-AL-Maravilha
BR-AL-Canapi,18,BR-AL-OuroBranco
BR-AL-Canapi,16,BR-PE-Itaiba
BR-AL-Capela,28,BR-AL-Cajueiro
BR-AL-Capela,26,BR-AL-Murici
BR-AL-Capela,19,BR-AL-Atalaia
BR-AL-Capela,16,BR-AL-Branquinha
BR-AL-Capela,11,BR-AL-Vicosa
BR-AL-Carneiros,33,BR-AL-SenadorRuiPalmeira
BR-AL-Carneiros,30,BR-AL-OlhoAguaFlores
BR-AL-Carneiros,20,BR-AL-SaoJoseTapera
BR-AL-Carneiros,17,BR-AL-SantanaIpanema
BR-AL-ChaPreta,42,BR-AL-Vicosa
BR-AL-ChaPreta,22,BR-PE-Correntes
BR-AL-ChaPreta,21,BR-AL-SantanaMundau
BR-AL-ChaPreta,15,BR-AL-Quebrangulo
BR-AL-CoiteNoia,48,BR-AL-Igaci
BR-AL-CoiteNoia,24,BR-AL-Taquarana
BR-AL-CoiteNoia,15,BR-AL-Arapiraca
BR-AL-CoiteNoia,13,BR-AL-LimoeiroAnadia
BR-AL-ColoniaLeopoldina,27,BR-AL-NovoLino
BR-AL-ColoniaLeopoldina,26,BR-PE-Maraial
BR-AL-ColoniaLeopoldina,19,BR-AL-JoaquimGomes
BR-AL-ColoniaLeopoldina,15,BR-PE-Xexeu
BR-AL-ColoniaLeopoldina,14,BR-AL-Ibateguara
BR-AL-CoqueiroSeco,37,BR-AL-MarechalDeodoro
BR-AL-CoqueiroSeco,32,BR-AL-SantaLuziaNorte
BR-AL-CoqueiroSeco,31,BR-AL-Maceio
BR-AL-Coruripe,24,BR-AL-JequiaPraia
BR-AL-Coruripe,23,BR-AL-Penedo
BR-AL-Coruripe,18,BR-AL-TeotonioVilela
BR-AL-Coruripe,9,BR-AL-FelizDeserto
BR-AL-Craibas,35,BR-AL-Igaci
BR-AL-Craibas,25,BR-AL-GirauPonciano
BR-AL-Craibas,15,BR-AL-Arapiraca
BR-AL-Craibas,13,BR-AL-MajorIsidoro
BR-AL-Craibas,6,BR-AL-Jaramataia
BR-AL-Craibas,5,BR-AL-LagoaCanoa
BR-AL-DelmiroGouveia,30,BR-BA-PauloAfonso
BR-AL-DelmiroGouveia,18,BR-AL-OlhoAguaCasado
BR-AL-DelmiroGouveia,16,BR-AL-Pariconha
BR-AL-DelmiroGouveia,14,BR-AL-AguaBranca
BR-AL-DelmiroGouveia,11,BR-PE-Jatoba
BR-AL-DelmiroGouveia,11,BR-SE-CanindeSaoFrancisco
BR-AL-DelmiroGouveia,4,BR-BA-Gloria
BR-AL-DoisRiachos,31,BR-AL-SantanaIpanema
BR-AL-DoisRiachos,20,BR-PE-Iati
BR-AL-DoisRiachos,19,BR-AL-MajorIsidoro
BR-AL-DoisRiachos,14,BR-AL-Cacimbinhas
BR-AL-DoisRiachos,13,BR-AL-Olivenca
BR-AL-DoisRiachos,2,BR-PE-AguasBelas
BR-AL-EstrelaAlagoas,30,BR-AL-PalmeiraIndios
BR-AL-EstrelaAlagoas,21,BR-AL-Cacimbinhas
BR-AL-EstrelaAlagoas,18,BR-AL-Igaci
BR-AL-EstrelaAlagoas,17,BR-AL-MinadorNegrao
BR-AL-EstrelaAlagoas,14,BR-PE-BomConselho
BR-AL-FeiraGrande,28,BR-AL-SaoSebastiao
BR-AL-FeiraGrande,24,BR-AL-CampoGrande
BR-AL-FeiraGrande,20,BR-AL-Arapiraca
BR-AL-FeiraGrande,20,BR-AL-LagoaCanoa
BR-AL-FeiraGrande,8,BR-AL-PortoRealColegio
BR-AL-FelizDeserto,31,BR-AL-Coruripe
BR-AL-FelizDeserto,25,BR-AL-Piacabucu
BR-AL-FelizDeserto,24,BR-AL-Penedo
BR-AL-Flexeiras,31,BR-AL-SaoLuisQuitunde
BR-AL-Flexeiras,21,BR-AL-JoaquimGomes
BR-AL-Flexeiras,20,BR-AL-Messias
BR-AL-Flexeiras,17,BR-AL-Murici
BR-AL-Flexeiras,10,BR-AL-Maceio
BR-AL-Flexeiras,0,BR-AL-BarraSantoAntonio
BR-AL-GirauPonciano,41,BR-AL-Traipu
BR-AL-GirauPonciano,18,BR-AL-LagoaCanoa
BR-AL-GirauPonciano,17,BR-AL-Craibas
BR-AL-GirauPonciano,13,BR-AL-Jaramataia
BR-AL-GirauPonciano,10,BR-AL-CampoGrande
BR-AL-Ibateguara,22,BR-AL-SaoJoseLaje
BR-AL-Ibateguara,21,BR-PE-SaoBeneditoSul
BR-AL-Ibateguara,18,BR-AL-UniaoPalmares
BR-AL-Ibateguara,17,BR-AL-ColoniaLeopoldina
BR-AL-Ibateguara,11,BR-AL-JoaquimGomes
BR-AL-Ibateguara,7,BR-PE-Quipapa
BR-AL-Ibateguara,3,BR-PE-Maraial
BR-AL-Igaci,23,BR-AL-Craibas
BR-AL-Igaci,22,BR-AL-CoiteNoia
BR-AL-Igaci,21,BR-AL-PalmeiraIndios
BR-AL-Igaci,13,BR-AL-EstrelaAlagoas
BR-AL-Igaci,9,BR-AL-Arapiraca
BR-AL-Igaci,6,BR-AL-Taquarana
BR-AL-Igaci,4,BR-AL-Cacimbinhas
BR-AL-Igaci,2,BR-AL-MajorIsidoro
BR-AL-IgrejaNova,34,BR-AL-Penedo
BR-AL-IgrejaNova,33,BR-AL-PortoRealColegio
BR-AL-IgrejaNova,21,BR-AL-SaoSebastiao
BR-AL-IgrejaNova,6,BR-SE-SantanaSaoFrancisco
BR-AL-IgrejaNova,3,BR-SE-Neopolis
BR-AL-IgrejaNova,2,BR-SE-Propria
BR-AL-Inhapi,27,BR-AL-Canapi
BR-AL-Inhapi,21,BR-AL-MataGrande
BR-AL-Inhapi,17,BR-AL-SenadorRuiPalmeira
BR-AL-Inhapi,13,BR-AL-AguaBranca
BR-AL-Inhapi,13,BR-AL-Piranhas
BR-AL-Inhapi,7,BR-AL-OlhoAguaCasado
BR-AL-Inhapi,1,BR-AL-Maravilha
BR-AL-JacareHomens,27,BR-AL-Batalha
BR-AL-JacareHomens,23,BR-AL-Monteiropolis
BR-AL-JacareHomens,23,BR-AL-Palestina
BR-AL-JacareHomens,18,BR-AL-OlhoAguaFlores
BR-AL-JacareHomens,8,BR-AL-BeloMonte
BR-AL-Jacuipe,27,BR-PE-AguaPreta
BR-AL-Jacuipe,22,BR-AL-Campestre
BR-AL-Jacuipe,20,BR-AL-PortoCalvo
BR-AL-Jacuipe,13,BR-AL-Maragogi
BR-AL-Jacuipe,9,BR-AL-Jundia
BR-AL-Jacuipe,9,BR-PE-Barreiros
BR-AL-Japaratinga,43,BR-AL-PortoCalvo
BR-AL-Japaratinga,21,BR-AL-Maragogi
BR-AL-Japaratinga,8,BR-AL-PortoPedras
BR-AL-Jaramataia,32,BR-AL-MajorIsidoro
BR-AL-Jaramataia,27,BR-AL-Batalha
BR-AL-Jaramataia,25,BR-AL-GirauPonciano
BR-AL-Jaramataia,9,BR-AL-Traipu
BR-AL-Jaramataia,8,BR-AL-Craibas
BR-AL-JequiaPraia,28,BR-AL-Coruripe
BR-AL-JequiaPraia,26,BR-AL-CampoAlegre
BR-AL-JequiaPraia,21,BR-AL-SaoMiguelCampos
BR-AL-JequiaPraia,13,BR-AL-Roteiro
BR-AL-JequiaPraia,0,BR-AL-TeotonioVilela
BR-AL-JoaquimGomes,28,BR-AL-Flexeiras
BR-AL-JoaquimGomes,25,BR-AL-ColoniaLeopoldina
BR-AL-JoaquimGomes,15,BR-AL-MatrizCamaragibe
BR-AL-JoaquimGomes,14,BR-AL-UniaoPalmares
BR-AL-JoaquimGomes,12,BR-AL-Ibateguara
BR-AL-JoaquimGomes,7,BR-AL-SaoLuisQuitunde
BR-AL-Jundia,33,BR-AL-NovoLino
BR-AL-Jundia,27,BR-AL-PortoCalvo
BR-AL-Jundia,25,BR-AL-Campestre
BR-AL-Jundia,14,BR-AL-Jacuipe
BR-AL-Junqueiro,31,BR-AL-TeotonioVilela
BR-AL-Junqueiro,25,BR-AL-LimoeiroAnadia
BR-AL-Junqueiro,24,BR-AL-SaoSebastiao
BR-AL-Junqueiro,20,BR-AL-CampoAlegre
BR-AL-LagoaCanoa,39,BR-AL-GirauPonciano
BR-AL-LagoaCanoa,28,BR-AL-FeiraGrande
BR-AL-LagoaCanoa,26,BR-AL-Arapiraca
BR-AL-LagoaCanoa,7,BR-AL-Craibas
BR-AL-LimoeiroAnadia,24,BR-AL-Arapiraca
BR-AL-LimoeiroAnadia,23,BR-AL-Junqueiro
BR-AL-LimoeiroAnadia,21,BR-AL-Taquarana
BR-AL-LimoeiroAnadia,14,BR-AL-Anadia
BR-AL-LimoeiroAnadia,11,BR-AL-CampoAlegre
BR-AL-LimoeiroAnadia,8,BR-AL-CoiteNoia
BR-AL-Maceio,16,BR-AL-Paripueira
BR-AL-Maceio,14,BR-AL-RioLargo
BR-AL-Maceio,9,BR-AL-CoqueiroSeco
BR-AL-Maceio,8,BR-AL-Flexeiras
BR-AL-Maceio,5,BR-AL-Satuba
BR-AL-Maceio,4,BR-AL-MarechalDeodoro
BR-AL-Maceio,3,BR-AL-SantaLuziaNorte
BR-AL-MajorIsidoro,29,BR-AL-Cacimbinhas
BR-AL-MajorIsidoro,18,BR-AL-Jaramataia
BR-AL-MajorIsidoro,12,BR-AL-Batalha
BR-AL-MajorIsidoro,11,BR-AL-DoisRiachos
BR-AL-MajorIsidoro,10,BR-AL-Craibas
BR-AL-MajorIsidoro,10,BR-AL-Olivenca
BR-AL-MajorIsidoro,8,BR-AL-OlhoAguaFlores
BR-AL-MajorIsidoro,3,BR-AL-Igaci
BR-AL-Maragogi,17,BR-AL-PortoCalvo
BR-AL-Maragogi,17,BR-PE-Barreiros
BR-AL-Maragogi,16,BR-PE-SaoJoseCoroaGrande
BR-AL-Maragogi,13,BR-AL-Jacuipe
BR-AL-Maragogi,12,BR-AL-Japaratinga
BR-AL-Maravilha,45,BR-AL-PocoTrincheiras
BR-AL-Maravilha,23,BR-AL-Canapi
BR-AL-Maravilha,20,BR-AL-OuroBranco
BR-AL-Maravilha,9,BR-PE-Itaiba
BR-AL-Maravilha,1,BR-AL-Inhapi
BR-AL-Maravilha,1,BR-AL-SenadorRuiPalmeira
BR-AL-MarechalDeodoro,30,BR-AL-Pilar
BR-AL-MarechalDeodoro,22,BR-AL-BarraSaoMiguel
BR-AL-MarechalDeodoro,16,BR-AL-SaoMiguelCampos
BR-AL-MarechalDeodoro,14,BR-AL-CoqueiroSeco
BR-AL-MarechalDeodoro,6,BR-AL-Maceio
BR-AL-MarechalDeodoro,0,BR-AL-Satuba
BR-AL-Maribondo,22,BR-AL-Atalaia
BR-AL-Maribondo,22,BR-AL-Pindoba
BR-AL-Maribondo,19,BR-AL-Anadia
BR-AL-Maribondo,18,BR-AL-TanqueArca
BR-AL-Maribondo,15,BR-AL-BocaMata
BR-AL-Maribondo,7,BR-AL-MarVermelho
BR-AL-MarVermelho,23,BR-AL-TanqueArca
BR-AL-MarVermelho,19,BR-AL-PauloJacinto
BR-AL-MarVermelho,16,BR-AL-Pindoba
BR-AL-MarVermelho,16,BR-AL-Vicosa
BR-AL-MarVermelho,13,BR-AL-PalmeiraIndios
BR-AL-MarVermelho,12,BR-AL-Maribondo
BR-AL-MataGrande,22,BR-PE-Manari
BR-AL-MataGrande,19,BR-PE-Inaja
BR-AL-MataGrande,18,BR-AL-Canapi
BR-AL-MataGrande,18,BR-PE-Tacaratu
BR-AL-MataGrande,12,BR-AL-Inhapi
BR-AL-MataGrande,11,BR-AL-AguaBranca
BR-AL-MataGrande,1,BR-PE-Itaiba
BR-AL-MatrizCamaragibe,33,BR-AL-PassoCamaragibe
BR-AL-MatrizCamaragibe,31,BR-AL-PortoPedras
BR-AL-MatrizCamaragibe,16,BR-AL-NovoLino
BR-AL-MatrizCamaragibe,12,BR-AL-JoaquimGomes
BR-AL-MatrizCamaragibe,8,BR-AL-PortoCalvo
BR-AL-Messias,41,BR-AL-Murici
BR-AL-Messias,38,BR-AL-Flexeiras
BR-AL-Messias,24,BR-AL-RioLargo
BR-AL-MinadorNegrao,31,BR-PE-Iati
BR-AL-MinadorNegrao,25,BR-AL-EstrelaAlagoas
BR-AL-MinadorNegrao,23,BR-AL-Cacimbinhas
BR-AL-MinadorNegrao,20,BR-PE-BomConselho
BR-AL-Monteiropolis,33,BR-AL-JacareHomens
BR-AL-Monteiropolis,27,BR-AL-SaoJoseTapera
BR-AL-Monteiropolis,23,BR-AL-OlhoAguaFlores
BR-AL-Monteiropolis,17,BR-AL-PaoAcucar
BR-AL-Murici,26,BR-AL-Branquinha
BR-AL-Murici,24,BR-AL-Capela
BR-AL-Murici,20,BR-AL-Messias
BR-AL-Murici,15,BR-AL-Flexeiras
BR-AL-Murici,10,BR-AL-Atalaia
BR-AL-Murici,7,BR-AL-RioLargo
BR-AL-NovoLino,29,BR-AL-ColoniaLeopoldina
BR-AL-NovoLino,20,BR-AL-Jundia
BR-AL-NovoLino,16,BR-AL-MatrizCamaragibe
BR-AL-NovoLino,15,BR-PE-Xexeu
BR-AL-NovoLino,10,BR-AL-Campestre
BR-AL-NovoLino,8,BR-AL-PortoCalvo
BR-AL-NovoLino,2,BR-PE-AguaPreta
BR-AL-OlhoAguaCasado,41,BR-AL-Piranhas
BR-AL-OlhoAguaCasado,25,BR-AL-DelmiroGouveia
BR-AL-OlhoAguaCasado,24,BR-AL-AguaBranca
BR-AL-OlhoAguaCasado,7,BR-AL-Inhapi
BR-AL-OlhoAguaCasado,7,BR-SE-CanindeSaoFrancisco
BR-AL-OlhoAguaFlores,33,BR-AL-Olivenca
BR-AL-OlhoAguaFlores,19,BR-AL-Carneiros
BR-AL-OlhoAguaFlores,14,BR-AL-JacareHomens
BR-AL-OlhoAguaFlores,12,BR-AL-Monteiropolis
BR-AL-OlhoAguaFlores,11,BR-AL-MajorIsidoro
BR-AL-OlhoAguaFlores,10,BR-AL-SaoJoseTapera
BR-AL-OlhoAguaGrande,34,BR-AL-CampoGrande
BR-AL-OlhoAguaGrande,32,BR-AL-SaoBras
BR-AL-OlhoAguaGrande,24,BR-AL-PortoRealColegio
BR-AL-OlhoAguaGrande,11,BR-AL-Traipu
BR-AL-Olivenca,44,BR-AL-OlhoAguaFlores
BR-AL-Olivenca,25,BR-AL-SantanaIpanema
BR-AL-Olivenca,18,BR-AL-MajorIsidoro
BR-AL-Olivenca,13,BR-AL-DoisRiachos
BR-AL-OuroBranco,34,BR-PE-Itaiba
BR-AL-OuroBranco,33,BR-AL-Canapi
BR-AL-OuroBranco,32,BR-AL-Maravilha
BR-AL-Palestina,66,BR-AL-PaoAcucar
BR-AL-Palestina,34,BR-AL-JacareHomens
BR-AL-PalmeiraIndios,24,BR-AL-EstrelaAlagoas
BR-AL-PalmeiraIndios,23,BR-AL-Igaci
BR-AL-PalmeiraIndios,21,BR-AL-Quebrangulo
BR-AL-PalmeiraIndios,11,BR-PE-BomConselho
BR-AL-PalmeiraIndios,8,BR-AL-Belem
BR-AL-PalmeiraIndios,6,BR-AL-PauloJacinto
BR-AL-PalmeiraIndios,5,BR-AL-MarVermelho
BR-AL-PalmeiraIndios,3,BR-AL-TanqueArca
BR-AL-PaoAcucar,30,BR-AL-SaoJoseTapera
BR-AL-PaoAcucar,16,BR-AL-Palestina
BR-AL-PaoAcucar,15,BR-SE-PocoRedondo
BR-AL-PaoAcucar,14,BR-SE-PortoFolha
BR-AL-PaoAcucar,11,BR-AL-Piranhas
BR-AL-PaoAcucar,10,BR-AL-BeloMonte
BR-AL-PaoAcucar,4,BR-AL-Monteiropolis
BR-AL-Pariconha,43,BR-AL-AguaBranca
BR-AL-Pariconha,27,BR-AL-DelmiroGouveia
BR-AL-Pariconha,17,BR-PE-Jatoba
BR-AL-Pariconha,14,BR-PE-Tacaratu
BR-AL-Paripueira,45,BR-AL-BarraSantoAntonio
BR-AL-Paripueira,41,BR-AL-Maceio
BR-AL-PassoCamaragibe,35,BR-AL-SaoLuisQuitunde
BR-AL-PassoCamaragibe,30,BR-AL-MatrizCamaragibe
BR-AL-PassoCamaragibe,16,BR-AL-SaoMiguelMilagres
BR-AL-PassoCamaragibe,7,BR-AL-BarraSantoAntonio
BR-AL-PauloJacinto,41,BR-AL-Quebrangulo
BR-AL-PauloJacinto,34,BR-AL-Vicosa
BR-AL-PauloJacinto,15,BR-AL-MarVermelho
BR-AL-PauloJacinto,10,BR-AL-PalmeiraIndios
BR-AL-Penedo,24,BR-AL-Coruripe
BR-AL-Penedo,22,BR-AL-IgrejaNova
BR-AL-Penedo,19,BR-AL-Piacabucu
BR-AL-Penedo,10,BR-SE-Neopolis
BR-AL-Penedo,8,BR-SE-IlhaFlores
BR-AL-Penedo,7,BR-AL-FelizDeserto
BR-AL-Penedo,5,BR-SE-SantanaSaoFrancisco
BR-AL-Penedo,4,BR-AL-SaoSebastiao
BR-AL-Penedo,0,BR-AL-TeotonioVilela
BR-AL-Penedo,0,BR-SE-BrejoGrande
BR-AL-Piacabucu,36,BR-AL-Penedo
BR-AL-Piacabucu,22,BR-SE-BrejoGrande
BR-AL-Piacabucu,14,BR-AL-FelizDeserto
BR-AL-Pilar,32,BR-AL-Atalaia
BR-AL-Pilar,28,BR-AL-MarechalDeodoro
BR-AL-Pilar,18,BR-AL-BocaMata
BR-AL-Pilar,11,BR-AL-RioLargo
BR-AL-Pilar,5,BR-AL-SaoMiguelCampos
BR-AL-Pilar,5,BR-AL-Satuba
BR-AL-Pindoba,42,BR-AL-Vicosa
BR-AL-Pindoba,36,BR-AL-Maribondo
BR-AL-Pindoba,15,BR-AL-MarVermelho
BR-AL-Pindoba,5,BR-AL-Atalaia
BR-AL-Pindoba,1,BR-AL-Cajueiro
BR-AL-Piranhas,33,BR-AL-OlhoAguaCasado
BR-AL-Piranhas,23,BR-SE-CanindeSaoFrancisco
