isolabel_ext,neighbor_perc,neighbor_isolabel
BR-MA-BomLugar,8,BR-MA-VitorinoFreire
BR-MA-BomLugar,5,BR-MA-LagoJunco
BR-MA-BomLugar,3,BR-MA-PauloRamos
BR-MA-Brejo,31,BR-MA-MilagresMaranhao
BR-MA-Brejo,26,BR-MA-Buriti
BR-MA-Brejo,18,BR-MA-Anapurus
BR-MA-Brejo,9,BR-PI-Porto
BR-MA-Brejo,8,BR-PI-CampoLargoPiaui
BR-MA-Brejo,7,BR-PI-MatiasOlimpio
BR-MA-BrejoAreia,28,BR-MA-VitorinoFreire
BR-MA-BrejoAreia,25,BR-MA-SantaLuzia
BR-MA-BrejoAreia,24,BR-MA-PauloRamos
BR-MA-BrejoAreia,22,BR-MA-AltamiraMaranhao
BR-MA-Buriti,23,BR-MA-Brejo
BR-MA-Buriti,23,BR-MA-DuqueBacelar
BR-MA-Buriti,17,BR-MA-Chapadinha
BR-MA-Buriti,10,BR-PI-MiguelAlves
BR-MA-Buriti,9,BR-PI-Porto
BR-MA-Buriti,8,BR-MA-Anapurus
BR-MA-Buriti,8,BR-MA-MataRoma
BR-MA-Buriti,2,BR-MA-CoelhoNeto
BR-MA-BuritiBravo,30,BR-MA-Fortuna
BR-MA-BuritiBravo,22,BR-MA-Parnarama
BR-MA-BuritiBravo,17,BR-MA-LagoaMato
BR-MA-BuritiBravo,16,BR-MA-PassagemFranca
BR-MA-BuritiBravo,15,BR-MA-Colinas
BR-MA-Buriticupu,30,BR-MA-BomJesusSelvas
BR-MA-Buriticupu,27,BR-MA-SantaLuzia
BR-MA-Buriticupu,17,BR-MA-AltoAlegrePindare
BR-MA-Buriticupu,14,BR-MA-AmaranteMaranhao
BR-MA-Buriticupu,12,BR-MA-BomJardim
BR-MA-Buritirana,36,BR-MA-SenadorLaRocque
BR-MA-Buritirana,29,BR-MA-AmaranteMaranhao
BR-MA-Buritirana,19,BR-MA-Davinopolis
BR-MA-Buritirana,12,BR-MA-MontesAltos
BR-MA-Buritirana,3,BR-MA-GovernadorEdisonLobao
BR-MA-CachoeiraGrande,48,BR-MA-PresidenteJuscelino
BR-MA-CachoeiraGrande,33,BR-MA-Morros
BR-MA-CachoeiraGrande,19,BR-MA-PresidenteVargas
BR-MA-CachoeiraGrande,0,BR-MA-Axixa
BR-MA-Cajapio,35,BR-MA-Bacurituba
BR-MA-Cajapio,28,BR-MA-SaoJoaoBatista
BR-MA-Cajapio,16,BR-MA-Bacabeira
BR-MA-Cajapio,8,BR-MA-SaoVicenteFerrer
BR-MA-Cajapio,5,BR-MA-SantaRita
BR-MA-Cajapio,5,BR-MA-SaoLuis
BR-MA-Cajapio,2,BR-MA-Anajatuba
BR-MA-Cajapio,0,BR-MA-SaoBento
BR-MA-Cajari,26,BR-MA-Viana
BR-MA-Cajari,26,BR-MA-VitoriaMearim
BR-MA-Cajari,25,BR-MA-Moncao
BR-MA-Cajari,14,BR-MA-Penalva
BR-MA-Cajari,5,BR-MA-IgarapeMeio
BR-MA-Cajari,4,BR-MA-Arari
BR-MA-CampestreMaranhao,34,BR-MA-PortoFranco
BR-MA-CampestreMaranhao,27,BR-MA-RibamarFiquene
BR-MA-CampestreMaranhao,22,BR-MA-LajeadoNovo
BR-MA-CampestreMaranhao,17,BR-TO-Tocantinopolis
BR-MA-CandidoMendes,16,BR-MA-Turiacu
BR-MA-CandidoMendes,10,BR-MA-GovernadorNunesFreire
BR-MA-CandidoMendes,6,BR-MA-GodofredoViana
BR-MA-CandidoMendes,5,BR-MA-AmapaMaranhao
BR-MA-CandidoMendes,2,BR-MA-Turilandia
BR-MA-CandidoMendes,1,BR-MA-Maracacume
BR-MA-Cantanhede,35,BR-MA-Pirapemas
BR-MA-Cantanhede,24,BR-MA-MatoesNorte
BR-MA-Cantanhede,22,BR-MA-ItapecuruMirim
BR-MA-Cantanhede,15,BR-MA-VargemGrande
BR-MA-Cantanhede,4,BR-MA-MirandaNorte
BR-MA-CapinzalNorte,43,BR-MA-Codo
BR-MA-CapinzalNorte,26,BR-MA-SantoAntonioLopes
BR-MA-CapinzalNorte,16,BR-MA-LimaCampos
BR-MA-CapinzalNorte,15,BR-MA-Peritoro
BR-MA-Carolina,28,BR-MA-Riachao
BR-MA-Carolina,22,BR-TO-Goiatins
BR-MA-Carolina,14,BR-MA-Estreito
BR-MA-Carolina,8,BR-TO-Babaculandia
BR-MA-Carolina,8,BR-TO-Filadelfia
BR-MA-Carolina,6,BR-TO-CamposLindos
BR-MA-Carolina,5,BR-MA-FeiraNovaMaranhao
BR-MA-Carolina,5,BR-TO-BarraOuro
BR-MA-Carolina,3,BR-TO-Darcinopolis
BR-MA-Carolina,1,BR-MA-SaoPedroCrentes
BR-MA-Carutapera,13,BR-PA-Viseu
BR-MA-Carutapera,6,BR-MA-LuisDomingues
BR-MA-Carutapera,5,BR-MA-AmapaMaranhao
BR-MA-Carutapera,3,BR-MA-BoaVistaGurupi
BR-MA-Carutapera,0,BR-MA-JuncoMaranhao
BR-MA-Caxias,23,BR-MA-SaoJoaoSoter
BR-MA-Caxias,18,BR-MA-AldeiasAltas
BR-MA-Caxias,17,BR-PI-Uniao
BR-MA-Caxias,16,BR-MA-Matoes
BR-MA-Caxias,12,BR-MA-Timon
BR-MA-Caxias,9,BR-MA-Codo
BR-MA-Caxias,4,BR-MA-CoelhoNeto
BR-MA-Caxias,2,BR-MA-Parnarama
BR-MA-Caxias,0,BR-PI-Teresina
BR-MA-Cedral,24,BR-MA-Guimaraes
BR-MA-Cedral,18,BR-MA-PortoRicoMaranhao
BR-MA-Cedral,15,BR-MA-Mirinzal
BR-MA-CentralMaranhao,34,BR-MA-Mirinzal
BR-MA-CentralMaranhao,26,BR-MA-Bequimao
BR-MA-CentralMaranhao,20,BR-MA-Guimaraes
BR-MA-CentralMaranhao,20,BR-MA-Pinheiro
BR-MA-CentroGuilherme,41,BR-MA-Maranhaozinho
BR-MA-CentroGuilherme,34,BR-MA-CentroNovoMaranhao
BR-MA-CentroGuilherme,16,BR-MA-Maracacume
BR-MA-CentroGuilherme,10,BR-MA-GovernadorNunesFreire
BR-MA-CentroNovoMaranhao,39,BR-PA-Paragominas
BR-MA-CentroNovoMaranhao,11,BR-MA-NovaOlindaMaranhao
BR-MA-CentroNovoMaranhao,9,BR-PA-CachoeiraPiria
BR-MA-CentroNovoMaranhao,8,BR-MA-BomJardim
BR-MA-CentroNovoMaranhao,8,BR-MA-ItingaMaranhao
BR-MA-CentroNovoMaranhao,6,BR-MA-CentroGuilherme
BR-MA-CentroNovoMaranhao,5,BR-MA-SaoJoaoCaru
BR-MA-CentroNovoMaranhao,4,BR-MA-Maranhaozinho
BR-MA-CentroNovoMaranhao,3,BR-MA-JuncoMaranhao
BR-MA-CentroNovoMaranhao,3,BR-MA-Maracacume
BR-MA-CentroNovoMaranhao,3,BR-MA-ZeDoca
BR-MA-CentroNovoMaranhao,1,BR-PA-NovaEsperancaPiria
BR-MA-CentroNovoMaranhao,1,BR-PA-Ulianopolis
BR-MA-Chapadinha,16,BR-MA-Timbiras
BR-MA-Chapadinha,15,BR-MA-MataRoma
BR-MA-Chapadinha,14,BR-MA-SaoBeneditoRioPreto
BR-MA-Chapadinha,14,BR-MA-VargemGrande
BR-MA-Chapadinha,13,BR-MA-UrbanoSantos
BR-MA-Chapadinha,9,BR-MA-AfonsoCunha
BR-MA-Chapadinha,9,BR-MA-Buriti
BR-MA-Chapadinha,7,BR-MA-Codo
BR-MA-Chapadinha,3,BR-MA-CoelhoNeto
BR-MA-Cidelandia,34,BR-MA-Acailandia
BR-MA-Cidelandia,29,BR-MA-VilaNovaMartirios
BR-MA-Cidelandia,26,BR-MA-Imperatriz
BR-MA-Cidelandia,6,BR-TO-Sampaio
BR-MA-Cidelandia,3,BR-MA-SaoFranciscoBrejao
BR-MA-Cidelandia,2,BR-PA-RondonPara
BR-MA-Codo,23,BR-MA-AldeiasAltas
BR-MA-Codo,12,BR-MA-CapinzalNorte
BR-MA-Codo,12,BR-MA-GovernadorArcher
BR-MA-Codo,12,BR-MA-Timbiras
BR-MA-Codo,10,BR-MA-Caxias
BR-MA-Codo,10,BR-MA-SaoJoaoSoter
BR-MA-Codo,6,BR-MA-Coroata
BR-MA-Codo,5,BR-MA-Chapadinha
BR-MA-Codo,4,BR-MA-GoncalvesDias
BR-MA-Codo,3,BR-MA-Peritoro
BR-MA-Codo,2,BR-MA-DomPedro
BR-MA-Codo,2,BR-MA-SantoAntonioLopes
BR-MA-CoelhoNeto,28,BR-MA-DuqueBacelar
BR-MA-CoelhoNeto,24,BR-MA-AfonsoCunha
BR-MA-CoelhoNeto,15,BR-PI-MiguelAlves
BR-MA-CoelhoNeto,11,BR-MA-AldeiasAltas
BR-MA-CoelhoNeto,10,BR-MA-Caxias
BR-MA-CoelhoNeto,6,BR-MA-Chapadinha
BR-MA-CoelhoNeto,3,BR-PI-Uniao
BR-MA-CoelhoNeto,2,BR-MA-Buriti
BR-MA-Colinas,29,BR-MA-Mirador
BR-MA-Colinas,21,BR-MA-Jatoba
BR-MA-Colinas,14,BR-MA-PassagemFranca
BR-MA-Colinas,10,BR-MA-BuritiBravo
BR-MA-Colinas,10,BR-MA-Tuntum
BR-MA-Colinas,5,BR-MA-Paraibano
BR-MA-Colinas,5,BR-MA-SucupiraNorte
BR-MA-Colinas,4,BR-MA-SaoDomingosMaranhao
BR-MA-Colinas,2,BR-MA-Fortuna
BR-MA-ConceicaoLagoAcu,38,BR-MA-Arari
BR-MA-ConceicaoLagoAcu,28,BR-MA-VitoriaMearim
BR-MA-ConceicaoLagoAcu,21,BR-MA-LagoVerde
BR-MA-ConceicaoLagoAcu,10,BR-MA-PioXii
BR-MA-ConceicaoLagoAcu,1,BR-MA-MatoesNorte
BR-MA-ConceicaoLagoAcu,1,BR-MA-SaoMateusMaranhao
BR-MA-Coroata,27,BR-MA-Timbiras
BR-MA-Coroata,16,BR-MA-Pirapemas
BR-MA-Coroata,16,BR-MA-SaoMateusMaranhao
BR-MA-Coroata,12,BR-MA-AltoAlegreMaranhao
BR-MA-Coroata,11,BR-MA-Peritoro
BR-MA-Coroata,9,BR-MA-Codo
BR-MA-Coroata,9,BR-MA-VargemGrande
BR-MA-Cururupu,6,BR-MA-SerranoMaranhao
BR-MA-Cururupu,2,BR-MA-Mirinzal
BR-MA-Cururupu,2,BR-MA-PortoRicoMaranhao
BR-MA-Cururupu,1,BR-MA-ApicumAcu
BR-MA-Cururupu,1,BR-MA-Bacuri
BR-MA-Davinopolis,33,BR-MA-GovernadorEdisonLobao
BR-MA-Davinopolis,27,BR-MA-Buritirana
BR-MA-Davinopolis,22,BR-MA-SenadorLaRocque
BR-MA-Davinopolis,19,BR-MA-Imperatriz
BR-MA-DomPedro,31,BR-MA-PresidenteDutra
BR-MA-DomPedro,23,BR-MA-GovernadorArcher
BR-MA-DomPedro,22,BR-MA-SantoAntonioLopes
BR-MA-DomPedro,18,BR-MA-SaoJoseBasilios
BR-MA-DomPedro,6,BR-MA-Codo
BR-MA-DuqueBacelar,44,BR-MA-CoelhoNeto
BR-MA-DuqueBacelar,37,BR-MA-Buriti
BR-MA-DuqueBacelar,19,BR-PI-MiguelAlves
BR-MA-Esperantinopolis,45,BR-MA-Joselandia
BR-MA-Esperantinopolis,41,BR-MA-PocaoPedras
BR-MA-Esperantinopolis,12,BR-MA-SaoRoberto
BR-MA-Esperantinopolis,1,BR-MA-LagoPedra
BR-MA-Estreito,34,BR-MA-Carolina
BR-MA-Estreito,20,BR-MA-SaoPedroCrentes
BR-MA-Estreito,18,BR-MA-SaoJoaoParaiso
BR-MA-Estreito,12,BR-MA-PortoFranco
BR-MA-Estreito,7,BR-TO-Darcinopolis
BR-MA-Estreito,5,BR-TO-PalmeirasTocantins
BR-MA-Estreito,4,BR-TO-Aguiarnopolis
BR-MA-FeiraNovaMaranhao,50,BR-MA-SaoPedroCrentes
BR-MA-FeiraNovaMaranhao,22,BR-MA-Riachao
BR-MA-FeiraNovaMaranhao,18,BR-MA-Carolina
BR-MA-FeiraNovaMaranhao,5,BR-MA-FortalezaNogueiras
BR-MA-FeiraNovaMaranhao,5,BR-MA-NovaColinas
BR-MA-FernandoFalcao,47,BR-MA-Mirador
BR-MA-FernandoFalcao,19,BR-MA-Grajau
BR-MA-FernandoFalcao,16,BR-MA-BarraCorda
BR-MA-FernandoFalcao,10,BR-MA-Tuntum
BR-MA-FernandoFalcao,8,BR-MA-FormosaSerraNegra
BR-MA-FormosaSerraNegra,28,BR-MA-Grajau
BR-MA-FormosaSerraNegra,23,BR-MA-FortalezaNogueiras
BR-MA-FormosaSerraNegra,20,BR-MA-SitioNovo
BR-MA-FormosaSerraNegra,12,BR-MA-FernandoFalcao
BR-MA-FormosaSerraNegra,10,BR-MA-SaoPedroCrentes
BR-MA-FormosaSerraNegra,5,BR-MA-Mirador
BR-MA-FormosaSerraNegra,2,BR-MA-SaoRaimundoMangabeiras
BR-MA-FortalezaNogueiras,42,BR-MA-SaoRaimundoMangabeiras
BR-MA-FortalezaNogueiras,26,BR-MA-FormosaSerraNegra
BR-MA-FortalezaNogueiras,16,BR-MA-NovaColinas
BR-MA-FortalezaNogueiras,10,BR-MA-Balsas
BR-MA-FortalezaNogueiras,4,BR-MA-FeiraNovaMaranhao
BR-MA-FortalezaNogueiras,2,BR-MA-SaoPedroCrentes
BR-MA-Fortuna,39,BR-MA-BuritiBravo
BR-MA-Fortuna,29,BR-MA-GovernadorLuizRocha
BR-MA-Fortuna,11,BR-MA-Jatoba
BR-MA-Fortuna,10,BR-MA-GovernadorEugenioBarros
BR-MA-Fortuna,7,BR-MA-SaoDomingosMaranhao
BR-MA-Fortuna,4,BR-MA-Colinas
BR-MA-GodofredoViana,9,BR-MA-LuisDomingues
BR-MA-GodofredoViana,7,BR-MA-CandidoMendes
BR-MA-GodofredoViana,3,BR-MA-AmapaMaranhao
BR-MA-GoncalvesDias,26,BR-MA-GovernadorArcher
BR-MA-GoncalvesDias,18,BR-MA-PresidenteDutra
BR-MA-GoncalvesDias,16,BR-MA-GovernadorEugenioBarros
BR-MA-GoncalvesDias,12,BR-MA-Codo
BR-MA-GoncalvesDias,11,BR-MA-SaoJoaoSoter
BR-MA-GoncalvesDias,10,BR-MA-SenadorAlexandreCosta
BR-MA-GoncalvesDias,6,BR-MA-GracaAranha
BR-MA-GovernadorArcher,45,BR-MA-Codo
BR-MA-GovernadorArcher,33,BR-MA-GoncalvesDias
BR-MA-GovernadorArcher,21,BR-MA-DomPedro
BR-MA-GovernadorArcher,1,BR-MA-PresidenteDutra
BR-MA-GovernadorEdisonLobao,33,BR-MA-MontesAltos
BR-MA-GovernadorEdisonLobao,23,BR-MA-Davinopolis
BR-MA-GovernadorEdisonLobao,17,BR-TO-Itaguatins
BR-MA-GovernadorEdisonLobao,14,BR-MA-RibamarFiquene
BR-MA-GovernadorEdisonLobao,9,BR-MA-Imperatriz
BR-MA-GovernadorEdisonLobao,3,BR-MA-Buritirana
BR-MA-GovernadorEdisonLobao,1,BR-TO-SaoMiguelTocantins
BR-MA-GovernadorEugenioBarros,24,BR-MA-SenadorAlexandreCosta
BR-MA-GovernadorEugenioBarros,23,BR-MA-GovernadorLuizRocha
BR-MA-GovernadorEugenioBarros,19,BR-MA-Parnarama
BR-MA-GovernadorEugenioBarros,13,BR-MA-GoncalvesDias
BR-MA-GovernadorEugenioBarros,11,BR-MA-GracaAranha
BR-MA-GovernadorEugenioBarros,10,BR-MA-Fortuna
BR-MA-GovernadorLuizRocha,37,BR-MA-Fortuna
BR-MA-GovernadorLuizRocha,33,BR-MA-SaoDomingosMaranhao
BR-MA-GovernadorLuizRocha,30,BR-MA-GovernadorEugenioBarros
BR-MA-GovernadorLuizRocha,0,BR-MA-GracaAranha
BR-MA-GovernadorNewtonBello,53,BR-MA-ZeDoca
BR-MA-GovernadorNewtonBello,28,BR-MA-BomJardim
BR-MA-GovernadorNewtonBello,18,BR-MA-SaoJoaoCaru
BR-MA-GovernadorNewtonBello,0,BR-MA-Moncao
BR-MA-GovernadorNunesFreire,32,BR-MA-CandidoMendes
BR-MA-GovernadorNunesFreire,29,BR-MA-Maracacume
BR-MA-GovernadorNunesFreire,21,BR-MA-Maranhaozinho
BR-MA-GovernadorNunesFreire,8,BR-MA-CentroGuilherme
BR-MA-GovernadorNunesFreire,6,BR-MA-PresidenteMedici
BR-MA-GovernadorNunesFreire,3,BR-MA-Turilandia
BR-MA-GracaAranha,35,BR-MA-PresidenteDutra
BR-MA-GracaAranha,35,BR-MA-SaoDomingosMaranhao
BR-MA-GracaAranha,20,BR-MA-GovernadorEugenioBarros
BR-MA-GracaAranha,10,BR-MA-GoncalvesDias
BR-MA-GracaAranha,0,BR-MA-GovernadorLuizRocha
BR-MA-Grajau,17,BR-MA-FernandoFalcao
BR-MA-Grajau,17,BR-MA-FormosaSerraNegra
BR-MA-Grajau,13,BR-MA-Arame
BR-MA-Grajau,12,BR-MA-AmaranteMaranhao
BR-MA-Grajau,12,BR-MA-SitioNovo
BR-MA-Grajau,11,BR-MA-ItaipavaGrajau
BR-MA-Grajau,11,BR-MA-JenipapoVieiras
BR-MA-Grajau,6,BR-MA-BarraCorda
BR-MA-Guimaraes,22,BR-MA-Cedral
BR-MA-Guimaraes,18,BR-MA-Alcantara
BR-MA-Guimaraes,14,BR-MA-CentralMaranhao
BR-MA-Guimaraes,12,BR-MA-Mirinzal
BR-MA-Guimaraes,11,BR-MA-Bequimao
BR-MA-HumbertoCampos,34,BR-MA-PrimeiraCruz
BR-MA-HumbertoCampos,20,BR-MA-Morros
BR-MA-HumbertoCampos,18,BR-MA-Icatu
BR-MA-HumbertoCampos,7,BR-MA-Belagua
BR-MA-Icatu,31,BR-MA-Morros
BR-MA-Icatu,25,BR-MA-HumbertoCampos
BR-MA-Icatu,9,BR-MA-Axixa
BR-MA-Icatu,9,BR-MA-SaoJoseRibamar
BR-MA-IgarapeGrande,24,BR-MA-LagoRodrigues
BR-MA-IgarapeGrande,23,BR-MA-BernardoMearim
BR-MA-IgarapeGrande,19,BR-MA-PocaoPedras
BR-MA-IgarapeGrande,12,BR-MA-SaoLuisGonzagaMaranhao
BR-MA-IgarapeGrande,12,BR-MA-TrizidelaVale
BR-MA-IgarapeGrande,9,BR-MA-LagoJunco
BR-MA-IgarapeMeio,29,BR-MA-Moncao
BR-MA-IgarapeMeio,24,BR-MA-PioXii
BR-MA-IgarapeMeio,20,BR-MA-VitoriaMearim
BR-MA-IgarapeMeio,15,BR-MA-BelaVistaMaranhao
BR-MA-IgarapeMeio,11,BR-MA-Cajari
BR-MA-IgarapeMeio,1,BR-MA-Satubinha
BR-MA-Imperatriz,25,BR-MA-Cidelandia
BR-MA-Imperatriz,17,BR-TO-SaoMiguelTocantins
BR-MA-Imperatriz,16,BR-MA-SaoFranciscoBrejao
BR-MA-Imperatriz,14,BR-MA-JoaoLisboa
BR-MA-Imperatriz,8,BR-MA-Davinopolis
BR-MA-Imperatriz,8,BR-TO-PraiaNorte
BR-MA-Imperatriz,6,BR-MA-GovernadorEdisonLobao
BR-MA-Imperatriz,5,BR-TO-Sampaio
BR-MA-Imperatriz,2,BR-MA-SenadorLaRocque
BR-MA-ItaipavaGrajau,31,BR-MA-Arame
BR-MA-ItaipavaGrajau,31,BR-MA-JenipapoVieiras
BR-MA-ItaipavaGrajau,18,BR-MA-Grajau
BR-MA-ItaipavaGrajau,12,BR-MA-LagoaGrandeMaranhao
BR-MA-ItaipavaGrajau,5,BR-MA-SaoRaimundoDocaBezerra
BR-MA-ItaipavaGrajau,4,BR-MA-BarraCorda
BR-MA-ItapecuruMirim,23,BR-MA-SantaRita
BR-MA-ItapecuruMirim,21,BR-MA-Anajatuba
BR-MA-ItapecuruMirim,19,BR-MA-MirandaNorte
BR-MA-ItapecuruMirim,16,BR-MA-Cantanhede
BR-MA-ItapecuruMirim,11,BR-MA-PresidenteVargas
BR-MA-ItapecuruMirim,8,BR-MA-PresidenteJuscelino
BR-MA-ItapecuruMirim,3,BR-MA-VargemGrande
BR-MA-ItingaMaranhao,31,BR-MA-Acailandia
BR-MA-ItingaMaranhao,30,BR-PA-Ulianopolis
BR-MA-ItingaMaranhao,19,BR-PA-DomEliseu
BR-MA-ItingaMaranhao,15,BR-MA-CentroNovoMaranhao
BR-MA-ItingaMaranhao,6,BR-MA-BomJardim
BR-MA-Jatoba,51,BR-MA-Colinas
BR-MA-Jatoba,34,BR-MA-SaoDomingosMaranhao
BR-MA-Jatoba,15,BR-MA-Fortuna
BR-MA-JenipapoVieiras,42,BR-MA-BarraCorda
BR-MA-JenipapoVieiras,37,BR-MA-ItaipavaGrajau
BR-MA-JenipapoVieiras,20,BR-MA-Grajau
BR-MA-JoaoLisboa,41,BR-MA-SenadorLaRocque
BR-MA-JoaoLisboa,22,BR-MA-SaoFranciscoBrejao
BR-MA-JoaoLisboa,18,BR-MA-Acailandia
BR-MA-JoaoLisboa,15,BR-MA-Imperatriz
BR-MA-JoaoLisboa,5,BR-MA-AmaranteMaranhao
BR-MA-Joselandia,34,BR-MA-Esperantinopolis
BR-MA-Joselandia,32,BR-MA-SaoJoseBasilios
BR-MA-Joselandia,18,BR-MA-BarraCorda
BR-MA-Joselandia,15,BR-MA-Tuntum
BR-MA-Joselandia,1,BR-MA-SaoRoberto
BR-MA-JuncoMaranhao,32,BR-MA-Maracacume
BR-MA-JuncoMaranhao,23,BR-MA-BoaVistaGurupi
BR-MA-JuncoMaranhao,18,BR-MA-CentroNovoMaranhao
BR-MA-JuncoMaranhao,13,BR-PA-CachoeiraPiria
BR-MA-JuncoMaranhao,12,BR-MA-AmapaMaranhao
BR-MA-JuncoMaranhao,2,BR-MA-Carutapera
BR-MA-LagoaGrandeMaranhao,32,BR-MA-LagoPedra
BR-MA-LagoaGrandeMaranhao,29,BR-MA-MarajaSena
BR-MA-LagoaGrandeMaranhao,26,BR-MA-ItaipavaGrajau
BR-MA-LagoaGrandeMaranhao,8,BR-MA-Arame
BR-MA-LagoaGrandeMaranhao,5,BR-MA-SaoRaimundoDocaBezerra
BR-MA-LagoaMato,25,BR-MA-PassagemFranca
BR-MA-LagoaMato,25,BR-MA-SaoFranciscoMaranhao
BR-MA-LagoaMato,24,BR-MA-Parnarama
BR-MA-LagoaMato,15,BR-MA-BuritiBravo
BR-MA-LagoaMato,10,BR-MA-SucupiraRiachao
BR-MA-LagoJunco,35,BR-MA-LagoRodrigues
BR-MA-LagoJunco,28,BR-MA-LagoPedra
BR-MA-LagoJunco,17,BR-MA-SaoLuisGonzagaMaranhao
BR-MA-LagoJunco,11,BR-MA-IgarapeGrande
BR-MA-LagoJunco,7,BR-MA-BomLugar
BR-MA-LagoJunco,2,BR-MA-PocaoPedras
BR-MA-LagoPedra,21,BR-MA-PauloRamos
BR-MA-LagoPedra,21,BR-MA-PocaoPedras
BR-MA-LagoPedra,20,BR-MA-LagoaGrandeMaranhao
BR-MA-LagoPedra,12,BR-MA-LagoJunco
BR-MA-LagoPedra,9,BR-MA-MarajaSena
BR-MA-LagoPedra,9,BR-MA-SaoRoberto
BR-MA-LagoPedra,5,BR-MA-BomLugar
BR-MA-LagoPedra,3,BR-MA-SaoRaimundoDocaBezerra
BR-MA-LagoPedra,1,BR-MA-Esperantinopolis
BR-MA-LagoRodrigues,41,BR-MA-LagoJunco
BR-MA-LagoRodrigues,34,BR-MA-IgarapeGrande
BR-MA-LagoRodrigues,25,BR-MA-PocaoPedras
BR-MA-LagoVerde,52,BR-MA-Bacabal
BR-MA-LagoVerde,27,BR-MA-ConceicaoLagoAcu
BR-MA-LagoVerde,12,BR-MA-OlhoAguaCunhas
BR-MA-LagoVerde,8,BR-MA-PioXii
BR-MA-LagoVerde,1,BR-MA-SaoMateusMaranhao
BR-MA-LajeadoNovo,29,BR-MA-MontesAltos
BR-MA-LajeadoNovo,19,BR-MA-PortoFranco
BR-MA-LajeadoNovo,17,BR-MA-SitioNovo
BR-MA-LajeadoNovo,13,BR-MA-CampestreMaranhao
BR-MA-LajeadoNovo,12,BR-MA-SaoJoaoParaiso
BR-MA-LajeadoNovo,9,BR-MA-RibamarFiquene
BR-MA-LimaCampos,33,BR-MA-Pedreiras
BR-MA-LimaCampos,21,BR-MA-CapinzalNorte
BR-MA-LimaCampos,19,BR-MA-SaoLuisGonzagaMaranhao
BR-MA-LimaCampos,15,BR-MA-Peritoro
BR-MA-LimaCampos,12,BR-MA-SantoAntonioLopes
BR-MA-Loreto,42,BR-MA-Sambaiba
BR-MA-Loreto,27,BR-MA-SaoFelixBalsas
BR-MA-Loreto,17,BR-PI-RibeiroGoncalves
BR-MA-Loreto,15,BR-MA-Mirador
BR-MA-LuisDomingues,21,BR-MA-GodofredoViana
BR-MA-LuisDomingues,19,BR-MA-Carutapera
BR-MA-LuisDomingues,6,BR-MA-AmapaMaranhao
BR-MA-MagalhaesAlmeida,30,BR-PI-MuriciPortelas
BR-MA-MagalhaesAlmeida,25,BR-MA-Araioses
BR-MA-MagalhaesAlmeida,25,BR-MA-SaoBernardo
BR-MA-MagalhaesAlmeida,14,BR-PI-JoaquimPires
BR-MA-MagalhaesAlmeida,7,BR-PI-Luzilandia
BR-MA-Maracacume,35,BR-MA-GovernadorNunesFreire
BR-MA-Maracacume,27,BR-MA-JuncoMaranhao
BR-MA-Maracacume,16,BR-MA-CentroGuilherme
BR-MA-Maracacume,14,BR-MA-CentroNovoMaranhao
BR-MA-Maracacume,6,BR-MA-AmapaMaranhao
BR-MA-Maracacume,3,BR-MA-CandidoMendes
BR-MA-MarajaSena,32,BR-MA-Arame
BR-MA-MarajaSena,20,BR-MA-LagoaGrandeMaranhao
BR-MA-MarajaSena,20,BR-MA-SantaLuzia
BR-MA-MarajaSena,19,BR-MA-PauloRamos
BR-MA-MarajaSena,10,BR-MA-LagoPedra
BR-MA-Maranhaozinho,29,BR-MA-CentroGuilherme
BR-MA-Maranhaozinho,18,BR-MA-GovernadorNunesFreire
BR-MA-Maranhaozinho,18,BR-MA-PresidenteMedici
BR-MA-Maranhaozinho,17,BR-MA-SantaLuziaParua
BR-MA-Maranhaozinho,14,BR-MA-CentroNovoMaranhao
BR-MA-Maranhaozinho,4,BR-MA-NovaOlindaMaranhao
BR-MA-MataRoma,43,BR-MA-Anapurus
BR-MA-MataRoma,34,BR-MA-Chapadinha
BR-MA-MataRoma,12,BR-MA-UrbanoSantos
BR-MA-MataRoma,11,BR-MA-Buriti
BR-MA-Matinha,66,BR-MA-Viana
BR-MA-Matinha,25,BR-MA-OlindaNovaMaranhao
BR-MA-Matinha,8,BR-MA-SaoJoaoBatista
BR-MA-Matoes,37,BR-MA-Parnarama
BR-MA-Matoes,31,BR-MA-Caxias
BR-MA-Matoes,20,BR-MA-Timon
BR-MA-Matoes,7,BR-PI-Palmeirais
BR-MA-Matoes,5,BR-PI-Nazaria
BR-MA-MatoesNorte,30,BR-MA-SaoMateusMaranhao
BR-MA-MatoesNorte,28,BR-MA-Cantanhede
BR-MA-MatoesNorte,15,BR-MA-MirandaNorte
BR-MA-MatoesNorte,14,BR-MA-Arari
BR-MA-MatoesNorte,11,BR-MA-Pirapemas
BR-MA-MatoesNorte,1,BR-MA-ConceicaoLagoAcu
BR-MA-MilagresMaranhao,41,BR-MA-SantaQuiteriaMaranhao
BR-MA-MilagresMaranhao,33,BR-MA-Brejo
BR-MA-MilagresMaranhao,16,BR-MA-Anapurus
BR-MA-MilagresMaranhao,8,BR-PI-Madeiro
BR-MA-MilagresMaranhao,3,BR-PI-MatiasOlimpio
BR-MA-Mirador,33,BR-MA-FernandoFalcao
BR-MA-Mirador,14,BR-MA-Colinas
BR-MA-Mirador,12,BR-MA-SucupiraNorte
