isolabel_ext,status,base_intlevel,cover,overlay
BR-AM-Nhamunda,1,45,14fG 14fQ 158G 158Q 159G 159Q 15aG 15aQ 15bG 15bQ 15cG 15cQ 15dQ 164Q 165G 165Q 166G 166Q 167G 169Q 16cG 16cQ 170G,
BR-AM-NovaOlindaNorte,1,50,144H 144M 145H 145M 5edR 5edV 5eeM 5eeR 5eeV 5efH 5efM 5efR 5efV,
BR-AM-NovoAirao,1,40,103 106 107 10c 10d 110 112 113 116 117 118 119 11b 11c 11d 11e 11f 131 134 135 136 137 148,
BR-AM-NovoAripuana,1,40,53e 53f 56a 594 595 596 597 59c 59d 59f 5b5 5b7 5c0 5c8 5c9 5ca 5cb 5e0 5e1 5e2 5e3 5e8,
BR-AM-Parintins,1,50,151V 153M 153R 153V 154R 156H 156R 156V 159H 159M 15cH 15cM 15cV,
BR-AM-Pauini,1,40,46a 46b 46e 46f 47a 47b 4c0 4c1 4c3 4c4 4c5 4c6 4c7 4d0 4d1 4d2 4d3 4d4 4d6,
BR-AM-PresidenteFigueiredo,1,45,11dQ 11fG 11fQ 135G 135Q 137G 148Q 149G 149Q 14aG 14aQ 14bG 14bQ 14cG 14cQ 14eG 14eQ 160G 160Q 161G 161Q 162G 162Q 168G,
BR-AM-RioPretoEva,1,50,142V 143H 143M 143R 143V 146R 148M 148V 149H 149M 149R 14cH,
BR-AM-SantaIsabelRioNegro,1,40,04f 05a 05b 05d 05e 05f 070 071 073 074 075 076 077 079 07b 07c 07d 07e 07f 10a 120 122 123 128 129 12a 12b 180,
BR-AM-SantoAntonioIca,1,50,040H 040M 040R 040V 041H 041M 041R 041V 042H 042M 042R 042V 043H 043M 044H 044M 044R 044V 045H 045M 045R 045V 046H 4eaH 4eaM 4eaR 4eaV 4ebR,
BR-AM-SaoGabrielCachoeira,1,35,03P 03Y 03Z 04Z 05T 06J 06K 06N 06P 06S 06T 06Y 06Z 07J 07K 07P 07S 07T 07Y 09N 0cJ 0cN 0cP 0dJ,
BR-AM-SaoPauloOlivenca,1,45,041G 044G 49dQ 49fG 49fQ 4b5G 4b5Q 4b7G 4caG 4caQ 4e0G 4e0Q 4e2G 4e2Q 4e3G 4e3Q 4e8G 4e8Q 4e9G 4e9Q 4eaG 4eaQ 4ebG 4ebQ 4eeG 4eeQ,
BR-AM-SaoSebastiaoUatuma,1,50,147V 14bM 14bR 14bV 14cH 14cM 14cR 14cV 14dH 14dM 14dR 14dV 14eH 14eM 14eR 14eV 14fH 14fM 14fR 152R 158H 158R 161M 164H,
BR-AM-Silves,1,50,145R 146M 146R 146V 147H 147M 147R 147V,
BR-AM-Tabatinga,1,50,4e8H 4e8M 4e8R 4e8V 4eaH 4eaM,
BR-AM-Tapaua,1,35,4cY 4cZ 4dK 4dP 4dS 4dT 4dY 4dZ 4fJ 4fN 58K 58S 58T 58Y 58Z 59T 5aJ 5aK 5aN 5aP 5aY 5bJ 5bK 5bS,
BR-AM-Tefe,1,45,100G 100Q 101G 4f1G 4f1Q 4f3G 4f3Q 4f4Q 4f5Q 4f6G 4f6Q 4f7G 4f7Q 4fcG 4fcQ 4fdG 4fdQ 4ffG 5a8G 5a8Q 5aaG 5aaQ 5abG 5abQ,
BR-AM-Tonantins,1,50,043M 044R 044V 045R 045V 046H 046M 047H 047M 047V 050R 052H 052M 052R 052V 058H,
BR-AM-Uarini,1,50,054M 054V 055H 055M 055R 055V 057H 057M 057V 05dM 100H 100R 100V 102H 102M 102R 4fcV 4feM 4feV 4ffH 4ffR 4ffV,
BR-AM-Urucara,1,45,14dQ 14eQ 14fG 14fQ 152Q 158G 158Q 159G 15aG 160Q 161G 161Q 162G 162Q 163G 163Q 164G 164Q 165G 165Q 166G 166Q 168G 168Q 169G 169Q 16cG 16cQ,
BR-AM-Urucurituba,1,50,145V 147M 147V 150R 152H 152M 152R 152V 153R 158M 159H,
BR-AP-Amapa,1,50,296M 296V 297H 297M 297R 297V 2c0M 2c0V 2c1H 2c1M 2c1R 2c1V 2c2H 2c2M 2c2R 2c2V 2c3H 2c3M 2c3R 2c3V 2c8M,
BR-AP-Calcoene,1,50,294R 294V 296H 296M 296R 296V 297R 297V 29cH 29cM 29cV 29dH 29dM 29dR 29dV 29fH 29fM 29fV 2b5M 2b5V 2c2R 2c2V 2c8H 2c8M 2c8R 2caH 2caR,
BR-AP-Cutias,1,50,26aR 26aV 26bR 2c0H 2c0M 2c1H 2c1M 2c1R 2c1V,
BR-AP-FerreiraGomes,1,50,23eV 23fH 23fM 23fR 23fV 26aH 26aR 294H 294M 294R 294V 295H 295M 295R,
BR-AP-Itaubal,1,50,268R 268V 26aH 26aM 26aR 26aV 26bH,
BR-AP-LaranjalJari,1,40,22f 231 232 233 234 236 238 239 23a 23b 283 284 285 286 287 289 28c 28d 290 292 298,
BR-AP-Macapa,1,50,23dM 23dR 23dV 23fH 23fM 268H 268R 268V 26aH 26aM 26aR 26aV 26bH 26bM 26bR 26bV 2c1H 2c1M,
BR-AP-Mazagao,1,50,233V 234R 234V 236H 236M 236R 236V 237H 237R 237V 239H 239M 239R 239V 23bH 23bM 23bR 23cH 23cM 23cR 23cV 23dH 23dM 23dR 23eH 23eM,
BR-AP-Oiapoque,1,45,292Q 293Q 298G 299G 299Q 29bG 29bQ 29cG 29cQ 29dQ 29eG 29eQ 29fG 29fQ 2b4G 2b4Q 2b5G 2b5Q 2b6G 2b7G 2b7Q,
BR-AP-PedraBrancaAmapari,1,50,23aV 23bH 23bM 23bR 23bV 23eH 23eM 23eR 23eV 290M 290V 291H 291M 291R 291V 292M 292R 292V 293H 294H 294M,
BR-AP-PortoGrande,1,50,239V 23bM 23cV 23dR 23dV 23eH 23eM 23eR 23eV 23fH 23fM 23fR 294M,
BR-AP-Pracuuba,1,50,294R 294V 295R 295V 296M 297H 297M 2c0R 2c0V 2c2H 2c2M,
BR-AP-Santana,1,50,23dH 23dM 23dR 23dV 23fH,
BR-AP-SerraNavio,1,50,23eR 23eV 291H 291M 291R 291V 292M 292V 293H 293M 293R 293V 294H 294M 294R 296H 296R 299M 29cH,
BR-AP-Tartarugalzinho,1,50,23fR 23fV 26aR 295H 295M 295R 295V 297H 297M 2c0H 2c0M 2c0R 2c0V 2c1H 2c2H,
BR-AP-VitoriaJari,1,50,231M 231V 233M 234H 234M 234R 234V,
BR-BA-Abaira,1,50,bbeM bbfH,
BR-BA-Abare,1,50,76cM 76cV 76dH 76dR 76dV 76fH,
BR-BA-Acajutiba,1,75,752dP 752dY 752dZ 752fN 752fP 7538K 7538S 7538T 7538Y 7538Z 753aJ 753aK 753aN 753aP 753aS,
BR-BA-Adustina,1,75,75a7Y 75a7Z 75adN 75adP 75adY 75adZ 75afN 75afP 75b2S 75b2T 75b2Z 75b8J 75b8K 75b8N 75b8P 75b8S 75b8T 75b8Y 75b8Z 75b9J 75b9K 75b9S 75b9T 75baJ 75baK 75baN 75baP 75baS 75bbJ 75bbK,
BR-BA-AguaFria,1,75,7476P 7476Y 7476Z 7477K 7477P 7477S 7477T 7477Y 7477Z 747cN 747cP 747cY 747cZ 747dJ 747dK 747dN 747dP 747dS 747dT 747dY 747dZ 747fJ 747fN 7522K 7522S 7522T 7528J 7528K 7528S 7528T 752aJ,
BR-BA-Aiquara,1,75,be3cY be3cZ be3dS be3dT be3dZ be3eN be3eP be3fJ be3fK be3fN be3fP be3fS,
BR-BA-Alagoinhas,1,50,750R 750V 752H 752M,
BR-BA-Alcobaca,1,50,b6bV b6eR b6eV bc1M bc4H bc4M,
BR-BA-Almadina,1,75,be1dY be1dZ be1fN be1fP be1fY be48K be48N be48P be48S be48T be48Y be48Z be4aJ be4aK be4aN be4aS,
BR-BA-Amargosa,1,75,bee2T bee2Z bee3P bee3S bee3T bee3Y bee3Z bee6S bee6T bee8J bee8K bee8N bee8P bee8S bee8Y bee8Z bee9J bee9K bee9N bee9P bee9S bee9T bee9Y bee9Z beeaN beeaP beebJ,
BR-BA-AmeliaRodrigues,1,75,7457S 7457T 7457Y 7457Z 745cN 745cP 745cY 745dJ 745dK 745dN 745dP 745dS,
BR-BA-AmericaDourada,1,50,71cM 71cV 71dH 71dM 71dR 71dV,
BR-BA-Anage,1,50,bb5V bb7M be2H be2M,
BR-BA-Andarai,1,50,715H 715M 715V 740H 740R bbfM bbfR bbfV,
BR-BA-Andorinha,1,50,74bV 74eR 761M 761V 764H 764R,
BR-BA-Angical,1,50,703M 703V 706H 706M 706R 706V 70cH,
BR-BA-Anguera,1,75,744fY 744fZ 745aK 745aP 745aS 745aT 745aY 745aZ 745bS 7465N 7465P 7465Y 7470J 7470K 7470S,
BR-BA-Antas,1,75,75abP 75abY 75aeK 75aeP 75aeS 75aeT 75aeY 75aeZ 75afK 75afN 75afP 75afS 75afT 75afY 7704J 7704K 7704N 7704P 7704S 7705J 7705K,
BR-BA-AntonioCardoso,1,75,744dY 744dZ 744fN 7452T 7452Z 7458J 7458K 7458N 7458P 7458S 7458T 7458Y 7458Z 7459J 7459K 7459S 745aJ 745aK 745aN 745aP,
BR-BA-AntonioGoncalves,1,75,74adY 74adZ 74b8S 74b8T 74b8Y 74b8Z 74baJ 74baK 74baN 74baP 74baY 74bbJ 74bbK 74bbN 74bbP 74bbS 74bbY 74bbZ 74beJ 74beK 74beS,
BR-BA-Apora,1,50,752M 752V,
BR-BA-Apuarema,1,75,be95Y be95Z be97K be97N be97P be97S be97Y bec0K bec0S bec0T bec0Y bec2J,
BR-BA-Aracas,1,75,750bN 750bP 750bY 750cT 750eJ 750eK 750eN 750eP 750eS 750eT 750eY 750eZ 750fJ 750fK 750fN 750fP 750fS 750fT 750fY 750fZ 7524J 7524K 7524N 7524P 7524S 7524Y 7524Z,
BR-BA-Aracatu,1,50,bb6M bb7H bb7M bb7R bb7V,
BR-BA-Araci,1,50,74cV 74dH 74dM 74dR 74dV 74fH,
BR-BA-Aramari,1,75,750aS 750aT 750aZ 7520J 7520K 7520N 7520P 7520S 7520T 7520Y 7520Z 7521J 7521K 7521S 7521T 7522J 7522K 7522N 7522P 7523J 7523K,
BR-BA-Arataca,1,75,bce8Z bce9K bce9P bce9S bce9T bce9Y bce9Z bceaN bceaP bcebJ bcebK bcebN bcebP bcebS bcebY bcebZ bcecK bcecS bcecT bceeJ bceeK bceeP bceeS bceeT,
BR-BA-Aratuipe,1,75,bee7Y bee7Z bef2K bef2P bef2S bef2T bef2Y bef2Z bef3K bef3S bef3T bef8J bef8N,
BR-BA-AurelinoLeal,1,75,be60Z be61T be61Y be61Z be62J be62K be62N be62P be62S be62T be62Y be62Z be63J be63K be63N be63P be63S be63Y be64K be64P be64S be64T be64Y be64Z be66J be66K be66N be66P be66S,
BR-BA-Baianopolis,1,50,701V 703M 704H 704M 704R 704V 706H 706M baeR baeV,
BR-BA-BaixaGrande,1,50,743H 743M 743R 743V,
BR-BA-Banzae,1,75,74f7Z 74fdN 74fdP 74fdY 74fdZ 75a2S 75a2T 75a2Z 75a8J 75a8K 75a8N 75a8P 75a8S 75a8T 75a8Y 75a8Z 75a9K 75a9S 75a9T 75aaJ 75aaK 75aaN 75aaP,
BR-BA-Barra,1,50,707V 70dM 70dR 70dV 70fH 70fM 70fR 70fV 712R 718H 718R 718V 71aH 71aM 71aR 71aV 71bH 71bR 71bV 730H 730M 730R 730V 731H 731M,
BR-BA-BarraChoca,1,50,be0H be0M be0R be0V,
BR-BA-BarraEstiva,1,50,bbdM bbdR bbdV be8H be8R,
BR-BA-BarraMendes,1,50,713V 714R 716H 716M 716R 716V 719M 71cH,
BR-BA-BarraRocha,1,75,be68J be68K be68N be68P be68S be68Y be68Z be69J be69K be69S be69T be6aN be6aP be6aY be6aZ be6bJ be6bK be6bS be6bT bec0N bec1J bec1K,
BR-BA-Barreiras,1,50,657R 657V 65dH 65dM 701R 702H 702M 702R 702V 703H 703M 703R 703V 706H 708H 708M 709H,
BR-BA-BarroAlto,1,75,716bP 716cT 716cY 716cZ 716dK 716dN 716dP 716dS 716dT 716dY 716dZ 716eJ 716eK 716eN 716eP 716eS 716eY 716eZ 716fJ 716fK 716fN 716fP 716fS 716fT 7178J 7178K 7178S 71c4N 71c5J,
BR-BA-Barrocas,1,75,747aY 747aZ 747bT 74d0N 74d0P 74d0Y 74d0Z 74d1J 74d1K 74d1N 74d1P 74d1S 74d1T 74d3J 74d3K,
BR-BA-BarroPreto,1,75,be49J be49K be49N be49P be49S be49Y be4cJ be4cK be4cS be4cT,
BR-BA-Belmonte,1,50,bccH bccM bccR bccV bcdH bcdR,
BR-BA-BeloCampo,1,50,b9fV bb5H bb5M bb5R bb5V,
BR-BA-Biritinga,1,75,747cY 747cZ 747dT 747eN 747eP 747eY 747eZ 747fJ 747fK 747fN 747fP 747fS 747fT 747fY 747fZ 74d4N 74d4P 74d4Y 74d4Z 74d5J 74d5K 74d5N 74d5P 74d5S 74d5T 74d5Y 74d6N 74d6P 74d7J 74d7K,
BR-BA-BoaNova,1,50,be2M be2V be3H be3R,
BR-BA-BoaVistaTupim,1,50,740H 740M 740V 741H beaR beaV bebR,
BR-BA-BomJesusLapa,1,50,710H badM badV bafM bafV bb8H bb8R bbaH bbaM bbaR bbaV,
BR-BA-BomJesusSerra,1,75,be21Z be23N be23P be23Y be23Z be24T be24Z be25S be25T be25Y be25Z be26J be26K be26N be26P be26S be26T be26Y be26Z be27J be27K be27N be27P be27S be29N,
BR-BA-Boninal,1,50,714H 714M 715H bbeV bbfR,
BR-BA-Bonito,1,50,717H 717M 717R 717V,
BR-BA-Boquira,1,50,710M 711H 711M 711R bbaV bbbR,
BR-BA-Botupora,1,75,bbb1P bbb1S bbb1T bbb1Y bbb1Z bbb3J bbb3K bbb3N bbb3P bbb3S bbb3Y bbb3Z bbb4J bbb4K bbb4P bbb4S bbb4T bbb4Y bbb4Z bbb6J bbb6K bbb6N bbb6P bbb6S bbb6T bbb6Y bbb6Z bbb7S bbbcN,
BR-BA-Brejoes,1,75,beb6Z beb7K beb7N beb7P beb7S beb7T beb7Y beb7Z bebcN bebcP bebdJ bebdK bebdN bebdP bebdS bebdT bebdY bebdZ bebfJ bebfN bee2J bee2K bee2S bee2T bee2Y bee2Z bee8J bee8K bee8S,
BR-BA-Brejolandia,1,50,705H 705M 705R 705V 707H 707M 710R,
BR-BA-BrotasMacaubas,1,50,711V 713H 713M 713R 713V 714R 716H 716R 719H,
BR-BA-Brumado,1,50,bb6M bb6R bb6V bb7H bb7R bbcH bbcM bbdH,
BR-BA-Buerarema,1,75,be41Y be44J be44K be44N be44P be44S be44T be44Y be44Z be45K be45S be45T be46J be46N be47J be47K,
BR-BA-Buritirama,1,50,70fR 70fV 71aR 725H 725M 725V 730H 730R,
BR-BA-Caatiba,1,75,be04T be04Z be05P be05S be05T be05Y be05Z be06N be06P be07J be07K be07N be07P be07S be07Y be10K be10P be10S be10T be10Y be10Z be11J be11K be11S be11T be12J be12K be12N,
BR-BA-CabaceirasParaguacu,1,75,7445Y 7445Z 7447J 7447K 7447N 7447P 7447S 7447Y 7450T 7452J 7452K 7452P 7452S 7452Y 7452Z 7453K 7453S,
BR-BA-Cachoeira,1,75,7451N 7451P 7451Y 7451Z 7453J 7453K 7453N 7453P 7453Y 7454J 7454K 7454P 7454S 7454T 7454Y 7454Z 7456J 7456K 7456N 7456P 7456S befeK befeS befeT befeY befeZ,
BR-BA-Cacule,1,50,bb3H bb3M bb3V bb6H,
BR-BA-Caem,1,75,7498Z 7499T 749aJ 749aK 749aN 749aP 749aS 749aT 749aY 749aZ 749bJ 749bK 749bN 749bP 749bS 749bT 749bY 749bZ 749eJ 749eK 749eN 749eP 749eS 749eY 749fJ 749fK 74b0J 74b0N,
BR-BA-Caetanos,1,50,bb7M bb7V be2H be2R,
BR-BA-Caetite,1,50,bb3H bb3M bb3R bb3V bb9H bb9M bb9R bb9V bbcH bbcR,
BR-BA-Cafarnaum,1,75,7178Z 7179T 7179Z 717aN 717aP 717aY 717aZ 717bJ 717bK 717bN 717bP 717bS 717bT 717bY 717bZ 717eK 717eS 717eT 71d0N 71d0P 71d0Y 71d0Z 71d1J 71d1K 71d1N 71d1P 71d1S 71d1T 71d1Y 71d4J,
BR-BA-Cairu,1,75,bed3S bed3T bed3Y bed3Z bed8K bed8P bed8S bed8T bed8Y bed8Z bed9J bed9K bed9N bed9P bed9S bed9T bed9Y bed9Z bedaN bedaP bedaY bedbJ bedbK bedbN bedbP bedbS bedbY,
BR-BA-CaldeiraoGrande,1,75,749aZ 749bT 749bY 749bZ 749eP 749eS 749eT 749eY 749eZ 749fJ 749fK 749fS 74b0N 74b0P 74b1J 74b1K 74b1N 74b1P 74b1S 74b1T 74b1Y 74b1Z 74b3N 74b4J 74b4K 74b4N 74b4S,
BR-BA-Camacan,1,50,bceH bceR,
BR-BA-Camacari,1,50,750H 750M bfaR bfaV,
BR-BA-Camamu,1,50,be6V be7R becM bedH,
BR-BA-CampoAlegreLourdes,1,50,732M 732R 732V 733H 733R 733V 738H 738M 739H,
BR-BA-CampoFormoso,1,50,735M 735V 737M 74aR 74aV 74bR 74bV 760H 760M 760R 760V 761H 761M 761R 762H 762M 763H,
BR-BA-Canapolis,1,75,baecT baecY baecZ baedK baedP baedS baedT baedY baedZ baeeJ baeeN baeeP baeeY baeeZ baefJ baefK baefN baefP baefS baefT baefY baefZ bafaJ bafaK,
BR-BA-Canarana,1,75,716dY 716dZ 716fK 716fN 716fP 716fS 716fT 716fY 716fZ 7178K 7178S 7178T 7178Z 717aJ 717aK 717aN 717aP 717aS 717aT 717aY 717aZ 71c4N 71c5J 71c5N 71c5P 71d0J 71d0K 71d0N 71d0P 71d0S 71d0Y,
BR-BA-Canavieiras,1,50,bccR bccV bcdR bceM bcfH,
BR-BA-Candeal,1,75,7467P 7467Y 7467Z 746dN 746dP 746dY 7472K 7472P 7472S 7472T 7472Y 7472Z 7473T 7478J 7478K 7478N 7478P 7478S 7478T 7478Y 7478Z 7479J 7479K 7479S 7479T,
BR-BA-Candeias,1,75,7500J 7500K 7500N 7500P 7500S 7500T 7500Y 7500Z 7501J 7501K 7501S 7501T bfaaT bfaaY bfaaZ bfabT,
BR-BA-Candiba,1,75,bb25Z bb27J bb27K bb27N bb27P bb27S bb27T bb27Y bb27Z bb2dJ bb2dK bb2dN bb2dP bb32J bb32K bb32S bb32T bb32Z bb38J bb38K bb38N bb38P bb38S,
BR-BA-CandidoSales,1,50,b9eV b9fH b9fM b9fR b9fV bb4M bb5H bb5M,
BR-BA-Cansancao,1,50,74eH 74eM 74eR 74eV 74fH 74fR,
BR-BA-Canudos,1,50,765H 765M 765R 765V 767H 767M 770H 770R,
BR-BA-CapelaAltoAlegre,1,50,743V 746R 749M 74cH,
BR-BA-CapimGrosso,1,75,7496P 7496Y 7496Z 7497K 7497P 7497S 7497T 7497Y 7497Z 749cN 749dJ 749dK 749dN 749dP 749dS 749dT 749dY 749dZ 749fJ 749fK 749fN 749fP 74c2T 74c8J 74c8K,
BR-BA-Caraibas,1,50,bb5R bb5V bb7H bb7M,
BR-BA-Caravelas,1,50,b6aV b6bM b6bR b6bV b6eH b6eM b6eR b6eV bc0M bc1H,
BR-BA-CardealSilva,1,75,751aT 751aY 751aZ 7525N 7525P 7530J 7530K 7530N 7530P 7530S 7530T 7530Y 7530Z 7531K 7531S 7531T 7532J 7532N,
BR-BA-Carinhanha,1,50,ba6V ba7R ba7V bacM badH badM badR badV,
BR-BA-CasaNova,1,50,736M 736V 737H 737M 737R 737V 73cM 73dH 73dM 73dR 73dV 73fM 762R 762V 768H 768M 768R 768V 76aH,
BR-BA-CastroAlves,1,50,744M beeV,
BR-BA-Catolandia,1,50,701V 703M 706H,
BR-BA-Catu,1,75,7503T 7508J 7508K 7508N 7508P 7508Y 7508Z 7509J 7509K 7509N 7509P 7509S 7509T 7509Y 7509Z 750aN 750bJ 750bK 750bN 750bP 750cS 750cT 750eJ,
BR-BA-Caturama,1,50,bbbM bbbV bbeH bbeR,
BR-BA-Central,1,75,71caN 71caP 71caY 71caZ 71cbK 71cbP 71cbS 71cbT 71cbY 71cbZ 71ceJ 71ceK 71ceP 71ceS 71ceT 71ceY 71ceZ 71e0N 71e0P 71e1J 71e1K 71e1N 71e1P 71e1S 71e1T 71e1Y 71e1Z 71e4J 71e4K,
BR-BA-Chorrocho,1,50,766M 766V 767H 767M 767R 767V 76dH 76dM 76dR 76dV,
BR-BA-CiceroDantas,1,50,75aH 75aM 75aR 75aV 770H,
BR-BA-Cipo,1,75,7588Z 7589S 7589T 7589Y 7589Z 758aN 758aP 758bJ 758bK 758bN,
BR-BA-Coaraci,1,75,be1fY be1fZ be48N be48P be48Y be48Z be49J be49K be49S be49T be4aJ be4aK be4aN be4aP be4aS be4aT be4aY be4aZ be4bJ be4bK be4bS be4bT,
BR-BA-Cocos,1,50,af5M af5V af7M ba0H ba0R ba0V ba1R ba2H ba2M ba2R ba2V ba3H ba3M ba3R ba3V ba6R ba9H ba9M ba9V bacH bacM,
BR-BA-ConceicaoAlmeida,1,75,7450J beedS beedT beedY beedZ beeeY beeeZ beefJ beefK beefN beefP beefS beefY beefZ befaJ befaK befaS befaT befaY befaZ,
BR-BA-ConceicaoCoite,1,50,746V 747R 74cM 74dH 74dR,
BR-BA-ConceicaoFeira,1,75,7452Y 7452Z 7453J 7453K 7453P 7453S 7453T 7453Y 7453Z 7456S 7456T 7458N 7459J,
BR-BA-ConceicaoJacuipe,1,75,745cS 745cY 745cZ 745dK 745dP 745dS 745dT 745dY 745dZ 745fJ,
BR-BA-Conde,1,50,751V 753H 753M 753R 753V,
BR-BA-Condeuba,1,50,bb1M bb1V bb4H bb4R bb4V,
BR-BA-ContendasSincora,1,50,bb7V bbdM bbdV be2R be8H,
BR-BA-CoracaoMaria,1,75,745cZ 745dT 745dZ 745eJ 745eN 745eP 745eS 745eT 745eY 745eZ 745fJ 745fK 745fN 745fP 745fS 745fT 745fY 745fZ 7474J 7474N 7475J,
BR-BA-Cordeiros,1,75,bb40P bb40Y bb40Z bb41K bb41P bb41S bb41T bb41Y bb41Z bb43J bb43K bb43N bb43P bb43S bb43T bb43Y bb43Z bb44S bb44T bb46J bb46K bb46P bb46S bb46T bb46Y bb46Z bb49N bb49P bb4cJ bb4cK,
BR-BA-Coribe,1,50,ba9M ba9V bacH bacM bacR bacV baeM,
BR-BA-CoronelJoaoSa,1,50,75bR 75bV 770M 771H 771M,
BR-BA-Correntina,1,50,afdH afdM afdR afdV affH affM affV ba8H ba8R ba8V ba9R ba9V baaH baaM baaR baaV babH babM babR babV bacR baeH baeM baeR,
BR-BA-Cotegipe,1,50,706M 706R 706V 707R 70cH 70cM 70cR 70cV 70dH 70dR 70dV,
BR-BA-Cravolandia,1,75,be9fP be9fS be9fT be9fY be9fZ beb5N beb5P bec8T bec8Z becaJ becaK becaN becaS becaT bee0J,
BR-BA-Crisopolis,1,50,752V 753R 758M 759H,
BR-BA-Cristopolis,1,50,706H 706M 706R 706V 707H 707R,
BR-BA-CruzAlmas,1,75,7450J 7450K 7450N 7450P 7450S 7450T 7450Y 7450Z 7451J 7451K 7451S,
BR-BA-Curaca,1,50,766H 766M 766R 766V 767H 767R 76cH 76cM 76cR 76cV 76dH 76dR 76eM 76fH,
BR-BA-DarioMeira,1,75,be31N be31P be31Y be31Z be33N be33P be33Y be33Z be34J be34K be34P be34S be34T be34Y be34Z be35S be35T be36J be36K be36N be36P be36S be36T be36Y be36Z be37J be39N be3cJ be3cK,
BR-BA-DiasAvila,1,75,7501K 7501P 7501S 7501T 7501Y 7501Z 7503J 7503N 7504K 7504P 7504S 7504T 7504Y 7504Z 7505S 7505T 7506N,
BR-BA-DomBasilio,1,50,bbcM bbcV bbdH,
BR-BA-DomMacedoCosta,1,75,beedY beedZ beefN bef8K bef8S bef8T befaJ befaK,
BR-BA-ElisioMedrado,1,75,bee9P bee9T bee9Y bee9Z beeaN beeaP beebJ beebK beebN beebP beecK beecS beecT beeeJ beeeK,
BR-BA-Encruzilhada,1,50,b9fH b9fM b9fV bcaH bcaM bcaR,
BR-BA-EntreRios,1,50,750V 751H 751R 752M 752V 753H,
BR-BA-EricoCardoso,1,50,bbcR bbeH bbeM,
BR-BA-Esplanada,1,50,751R 751V 752M 752V 753H 753M 753R,
BR-BA-EuclidesCunha,1,50,74fR 74fV 75aR 765H 765M 770H,
BR-BA-Eunapolis,1,50,bc3V bc6R bc9M bccH,
BR-BA-Fatima,1,75,75a6Z 75a7S 75a7T 75a7Y 75a7Z 75acN 75acP 75acY 75acZ 75adJ 75adK 75adN 75adP 75adS 75adT 75adY 75adZ 75afJ 75afK 75afN 75afP,
BR-BA-FeiraMata,1,50,ba6R ba6V ba7R bacH bacM bacV badH badR,
BR-BA-FeiraSantana,1,50,744V 745R 745V 746M 747H 747M,
BR-BA-Filadelfia,1,75,74b6K 74b6P 74b6S 74b6T 74b6Y 74b6Z 74b7K 74b7S 74b7T 74b9N 74b9P 74b9Y 74b9Z 74bbN 74bcJ 74bcK 74bcN 74bcP 74bcS 74bcT 74bcY 74bcZ 74bdJ 74bdK 74bdS 74bdT 74bdY 74bdZ 74beJ,
BR-BA-FirminoAlves,1,75,be14T be14Y be14Z be16J be16K be16N be16P be16S be16T be16Y be16Z be1cN,
BR-BA-FlorestaAzul,1,75,be17P be17S be17T be17Y be17Z be1dJ be1dK be1dN be1dP be1dY be1dZ be42K be42S be42T be48J be48K be48S,
BR-BA-FormosaRioPreto,1,50,65cV 65dM 65dR 65dV 65eM 65fH 65fM 65fR 65fV 675M 708H 708R 708V 709R 709V 70aH 70aM 70aR 70aV 70bH 70bM 70bR 70bV 720H 720M 720R 720V 721H,
BR-BA-Gandu,1,75,bec1P bec1S bec1T bec1Y bec1Z bec3J bec3K bec3N bec3P bec3S bec3Y bec4K bec4S bec4T bec6J bec6K bec6P bec6S,
BR-BA-Gaviao,1,75,7495P 7495Y 7495Z 74c0J 74c0K 74c0N 74c0P 74c0S 74c0T 74c0Y 74c0Z 74c1J 74c1K 74c1S 74c1T 74c1Y 74c1Z 74c2N 74c2P 74c3J 74c3K 74c3N 74c3P 74c3S,
BR-BA-GentioOuro,1,50,713V 719H 719M 719R 719V 71bH 71bM 71cH 71cR,
BR-BA-Gloria,1,50,772R 772V 778H 778M,
BR-BA-Gongogi,1,75,be62J be62K be62S be62T be62Y be62Z be63J be63K be63P be63S be63T be63Y be68J be68K be68N be68P be69J,
BR-BA-GovernadorMangabeira,1,75,7450Z 7451T 7452J 7452K 7452N 7452P 7453J 7453K,
BR-BA-Guajeru,1,50,bb4R bb4V bb6H bb6M,
BR-BA-Guanambi,1,50,bb2M bb2V bb3H bb3R bb8M bb9H,
BR-BA-Guaratinga,1,50,bc2M bc2V bc3H bc3M bc3R bc3V bc9H bc9M,
BR-BA-Heliopolis,1,75,75a4S 75a4T 75a4Z 75a6J 75a6K 75a6N 75a6P 75a6S 75a6T 75a6Y 75a6Z 75a7J 75a7K 75a7S 75a7T 75acJ 75acK 75acN,
BR-BA-Iacu,1,50,741H 741M 744H beaV bebR bebV,
BR-BA-Ibiassuce,1,75,bb36Z bb37T bb37Z bb3cJ bb3cK bb3cN bb3cP bb3cY bb3cZ bb3dJ bb3dK bb3dN bb3dP bb3dS bb3dT bb3dY bb3dZ bb3fJ bb3fK bb3fN bb3fP bb62T bb68J bb68K bb68S bb68T,
BR-BA-Ibicarai,1,75,be42K be42P be42S be42T be42Y be42Z be43K be43S be43T be43Y be43Z be48J be48K be48N be48P be49J,
BR-BA-Ibicoara,1,50,bbdR bbdV bbfH bbfM,
BR-BA-Ibicui,1,50,be1H be1M be1R be1V be3M be4R be6H,
BR-BA-Ibipeba,1,50,716R 716V 719M 719V 71cH 71cM 71cR,
BR-BA-Ibipitanga,1,50,711M 714H bbbV bbeR,
